OBJECTID,ESTADO_SUPERFICIAL,FECHA_ESTADO,CalCodigo
"14636","2",2025/12/31 00:00:00,"24123255"
"14637","2",2025/12/31 00:00:00,"182464"
"14638","2",2025/12/31 00:00:00,"410976"
"14639","2",2025/12/31 00:00:00,"182136"
"14640","1",2025/12/31 00:00:00,"506191"
"14641","2",2025/12/31 00:00:00,"144324"
"14642","2",2025/12/31 00:00:00,"902464"
"14643","2",2025/12/31 00:00:00,"215147"
"14644","2",2025/12/31 00:00:00,"351540"
"14645","2",2025/12/31 00:00:00,"416117"
"14646","2",2025/12/31 00:00:00,"519136"
"14647","2",2025/12/31 00:00:00,"91022730"
"14648","2",2025/12/31 00:00:00,"182051"
"14649","2",2025/12/31 00:00:00,"411730"
"14650","1",2025/12/31 00:00:00,"24121842"
"14651","2",2025/12/31 00:00:00,"139201"
"14652","2",2025/12/31 00:00:00,"138874"
"14653","2",2025/12/31 00:00:00,"157566"
"14654","2",2025/12/31 00:00:00,"141775"
"14655","2",2025/12/31 00:00:00,"148717"
"14656","2",2025/12/31 00:00:00,"146892"
"14657","3",2025/12/31 00:00:00,"182488"
"14658","2",2025/12/31 00:00:00,"91024515"
"14659","2",2025/12/31 00:00:00,"91019851"
"14660","6",2025/12/31 00:00:00,"462958"
"14661","2",2025/12/31 00:00:00,"388155"
"14662","2",2025/12/31 00:00:00,"178251"
"14663","2",2025/12/31 00:00:00,"91027246"
"14664","2",2025/12/31 00:00:00,"446195"
"14665","2",2025/12/31 00:00:00,"146909"
"14666","3",2025/12/31 00:00:00,"152684"
"14667","6",2025/12/31 00:00:00,"91066402"
"14668","3",2025/12/31 00:00:00,"137709"
"14669","2",2025/12/31 00:00:00,"389427"
"14670","2",2025/12/31 00:00:00,"137053"
"14671","2",2025/12/31 00:00:00,"179327"
"14672","2",2025/12/31 00:00:00,"181447"
"14673","2",2025/12/31 00:00:00,"91033232"
"14674","2",2025/12/31 00:00:00,"362046"
"14675","2",2025/12/31 00:00:00,"150193"
"14676","2",2025/12/31 00:00:00,"157261"
"14677","2",2025/12/31 00:00:00,"148732"
"14678","2",2025/12/31 00:00:00,"91016019"
"14679","3",2025/12/31 00:00:00,"367551"
"14680","2",2025/12/31 00:00:00,"91016479"
"14681","2",2025/12/31 00:00:00,"146383"
"14682","2",2025/12/31 00:00:00,"169040"
"14683","2",2025/12/31 00:00:00,"138769"
"14684","3",2025/12/31 00:00:00,"449758"
"14685","2",2025/12/31 00:00:00,"453767"
"14686","2",2025/12/31 00:00:00,"180080"
"14687","2",2025/12/31 00:00:00,"145720"
"14688","2",2025/12/31 00:00:00,"472002"
"14689","2",2025/12/31 00:00:00,"24120262"
"14690","2",2025/12/31 00:00:00,"171111"
"14691","3",2025/12/31 00:00:00,"446988"
"14692","2",2025/12/31 00:00:00,"320409"
"14693","2",2025/12/31 00:00:00,"91014327"
"14694","2",2025/12/31 00:00:00,"91017116"
"14695","2",2025/12/31 00:00:00,"164251"
"14696","2",2025/12/31 00:00:00,"91013769"
"14697","2",2025/12/31 00:00:00,"179635"
"14698","6",2025/12/31 00:00:00,"91022292"
"14699","2",2025/12/31 00:00:00,"157997"
"14700","2",2025/12/31 00:00:00,"158110"
"14701","2",2025/12/31 00:00:00,"177727"
"14702","2",2025/12/31 00:00:00,"201534"
"14703","2",2025/12/31 00:00:00,"410114"
"14704","2",2025/12/31 00:00:00,"91013581"
"14705","2",2025/12/31 00:00:00,"136868"
"14706","2",2025/12/31 00:00:00,"380188"
"14707","2",2025/12/31 00:00:00,"167173"
"14708","2",2025/12/31 00:00:00,"159782"
"14709","2",2025/12/31 00:00:00,"183117"
"14710","2",2025/12/31 00:00:00,"518376"
"14711","2",2025/12/31 00:00:00,"141786"
"14712","2",2025/12/31 00:00:00,"422982"
"14713","2",2025/12/31 00:00:00,"91021015"
"14714","2",2025/12/31 00:00:00,"365109"
"14715","2",2025/12/31 00:00:00,"167862"
"14716","2",2025/12/31 00:00:00,"91031683"
"14717","2",2025/12/31 00:00:00,"163321"
"14718","2",2025/12/31 00:00:00,"385737"
"14719","2",2025/12/31 00:00:00,"387597"
"14720","2",2025/12/31 00:00:00,"200425"
"14721","2",2025/12/31 00:00:00,"91031834"
"14722","2",2025/12/31 00:00:00,"91017760"
"14723","2",2025/12/31 00:00:00,"473995"
"14724","2",2025/12/31 00:00:00,"159221"
"14725","2",2025/12/31 00:00:00,"388438"
"14726","2",2025/12/31 00:00:00,"162515"
"14727","2",2025/12/31 00:00:00,"180043"
"14728","2",2025/12/31 00:00:00,"167078"
"14729","2",2025/12/31 00:00:00,"162096"
"14730","2",2025/12/31 00:00:00,"182085"
"14731","2",2025/12/31 00:00:00,"512146"
"14732","2",2025/12/31 00:00:00,"91010678"
"14733","1",2025/12/31 00:00:00,"162572"
"14734","2",2025/12/31 00:00:00,"168153"
"14735","2",2025/12/31 00:00:00,"511834"
"14736","2",2025/12/31 00:00:00,"523665"
"14737","6",2025/12/31 00:00:00,"91031176"
"14738","2",2025/12/31 00:00:00,"141452"
"14739","2",2025/12/31 00:00:00,"91031626"
"14740","2",2025/12/31 00:00:00,"145630"
"14741","2",2025/12/31 00:00:00,"444136"
"14742","2",2025/12/31 00:00:00,"149021"
"14743","2",2025/12/31 00:00:00,"136995"
"14744","2",2025/12/31 00:00:00,"161750"
"14745","2",2025/12/31 00:00:00,"382062"
"14746","2",2025/12/31 00:00:00,"147191"
"14747","2",2025/12/31 00:00:00,"137967"
"14748","2",2025/12/31 00:00:00,"157755"
"14749","5",2025/12/31 00:00:00,"149370"
"14750","2",2025/12/31 00:00:00,"139251"
"14751","2",2025/12/31 00:00:00,"169866"
"14752","2",2025/12/31 00:00:00,"385294"
"14753","2",2025/12/31 00:00:00,"91019820"
"14754","2",2025/12/31 00:00:00,"524360"
"14755","2",2025/12/31 00:00:00,"91033023"
"14756","2",2025/12/31 00:00:00,"142863"
"14757","2",2025/12/31 00:00:00,"179973"
"14758","2",2025/12/31 00:00:00,"380203"
"14759","2",2025/12/31 00:00:00,"137212"
"14760","2",2025/12/31 00:00:00,"91010776"
"14761","6",2025/12/31 00:00:00,"803076"
"14762","2",2025/12/31 00:00:00,"176438"
"14763","1",2025/12/31 00:00:00,"600163"
"14764","2",2025/12/31 00:00:00,"901630"
"14765","2",2025/12/31 00:00:00,"181776"
"14766","2",2025/12/31 00:00:00,"165787"
"14767","5",2025/12/31 00:00:00,"91031435"
"14768","1",2025/12/31 00:00:00,"91031720"
"14769","2",2025/12/31 00:00:00,"166885"
"14770","2",2025/12/31 00:00:00,"189098"
"14771","2",2025/12/31 00:00:00,"167115"
"14772","2",2025/12/31 00:00:00,"185163"
"14773","2",2025/12/31 00:00:00,"148870"
"14774","2",2025/12/31 00:00:00,"353980"
"14775","2",2025/12/31 00:00:00,"472442"
"14776","2",2025/12/31 00:00:00,"168981"
"14777","2",2025/12/31 00:00:00,"91025275"
"14778","2",2025/12/31 00:00:00,"184274"
"14779","3",2025/12/31 00:00:00,"172503"
"14780","1",2025/12/31 00:00:00,"459120"
"14781","2",2025/12/31 00:00:00,"91013454"
"14782","2",2025/12/31 00:00:00,"169595"
"14783","2",2025/12/31 00:00:00,"159770"
"14784","2",2025/12/31 00:00:00,"528133"
"14785","1",2025/12/31 00:00:00,"505717"
"14786","2",2025/12/31 00:00:00,"447646"
"14787","2",2025/12/31 00:00:00,"169056"
"14788","2",2025/12/31 00:00:00,"166762"
"14789","2",2025/12/31 00:00:00,"91013954"
"14790","2",2025/12/31 00:00:00,"137094"
"14791","2",2025/12/31 00:00:00,"182816"
"14792","1",2025/12/31 00:00:00,"215012"
"14793","2",2025/12/31 00:00:00,"353809"
"14794","2",2025/12/31 00:00:00,"452760"
"14795","2",2025/12/31 00:00:00,"181968"
"14796","1",2025/12/31 00:00:00,"504662"
"14797","3",2025/12/31 00:00:00,"904387"
"14798","2",2025/12/31 00:00:00,"91020577"
"14799","1",2025/12/31 00:00:00,"213761"
"14800","2",2025/12/31 00:00:00,"91013388"
"14801","2",2025/12/31 00:00:00,"91019137"
"14802","2",2025/12/31 00:00:00,"350105"
"14803","2",2025/12/31 00:00:00,"527401"
"14804","2",2025/12/31 00:00:00,"390001"
"14805","2",2025/12/31 00:00:00,"360631"
"14806","2",2025/12/31 00:00:00,"159977"
"14807","2",2025/12/31 00:00:00,"138821"
"14808","1",2025/12/31 00:00:00,"145148"
"14809","2",2025/12/31 00:00:00,"24122406"
"14810","2",2025/12/31 00:00:00,"184617"
"14811","2",2025/12/31 00:00:00,"151552"
"14812","2",2025/12/31 00:00:00,"91032843"
"14813","2",2025/12/31 00:00:00,"600995"
"14814","2",2025/12/31 00:00:00,"162076"
"14815","2",2025/12/31 00:00:00,"169241"
"14816","3",2025/12/31 00:00:00,"160033"
"14817","2",2025/12/31 00:00:00,"214979"
"14818","2",2025/12/31 00:00:00,"152277"
"14819","2",2025/12/31 00:00:00,"176055"
"14820","2",2025/12/31 00:00:00,"161746"
"14821","2",2025/12/31 00:00:00,"181930"
"14822","2",2025/12/31 00:00:00,"179213"
"14823","2",2025/12/31 00:00:00,"142145"
"14824","2",2025/12/31 00:00:00,"91010424"
"14825","1",2025/12/31 00:00:00,"91015227"
"14826","2",2025/12/31 00:00:00,"369709"
"14827","2",2025/12/31 00:00:00,"359034"
"14828","2",2025/12/31 00:00:00,"369377"
"14829","2",2025/12/31 00:00:00,"147349"
"14830","2",2025/12/31 00:00:00,"515027"
"14831","2",2025/12/31 00:00:00,"144011"
"14832","2",2025/12/31 00:00:00,"170183"
"14833","2",2025/12/31 00:00:00,"169193"
"14834","2",2025/12/31 00:00:00,"162045"
"14835","2",2025/12/31 00:00:00,"188847"
"14836","2",2025/12/31 00:00:00,"140053"
"14837","2",2025/12/31 00:00:00,"361323"
"14838","2",2025/12/31 00:00:00,"138988"
"14839","2",2025/12/31 00:00:00,"201513"
"14840","2",2025/12/31 00:00:00,"142389"
"14841","2",2025/12/31 00:00:00,"167859"
"14842","4",2025/12/31 00:00:00,"91028725"
"14843","2",2025/12/31 00:00:00,"383069"
"14844","2",2025/12/31 00:00:00,"528877"
"14845","1",2025/12/31 00:00:00,"904104"
"14846","2",2025/12/31 00:00:00,"390026"
"14847","2",2025/12/31 00:00:00,"153415"
"14848","2",2025/12/31 00:00:00,"180330"
"14849","2",2025/12/31 00:00:00,"181467"
"14850","1",2025/12/31 00:00:00,"363417"
"14851","2",2025/12/31 00:00:00,"189368"
"14852","2",2025/12/31 00:00:00,"91015340"
"14853","2",2025/12/31 00:00:00,"91018426"
"14854","2",2025/12/31 00:00:00,"163810"
"14855","2",2025/12/31 00:00:00,"507382"
"14856","2",2025/12/31 00:00:00,"91012147"
"14857","2",2025/12/31 00:00:00,"91017885"
"14858","2",2025/12/31 00:00:00,"91023492"
"14859","2",2025/12/31 00:00:00,"91017765"
"14860","2",2025/12/31 00:00:00,"189536"
"14861","2",2025/12/31 00:00:00,"91011053"
"14862","2",2025/12/31 00:00:00,"91010423"
"14863","2",2025/12/31 00:00:00,"189204"
"14864","2",2025/12/31 00:00:00,"182168"
"14865","2",2025/12/31 00:00:00,"515265"
"14866","2",2025/12/31 00:00:00,"91026978"
"14867","2",2025/12/31 00:00:00,"180020"
"14868","2",2025/12/31 00:00:00,"91016826"
"14869","1",2025/12/31 00:00:00,"525737"
"14870","2",2025/12/31 00:00:00,"387140"
"14871","2",2025/12/31 00:00:00,"91011789"
"14872","2",2025/12/31 00:00:00,"413055"
"14873","2",2025/12/31 00:00:00,"176725"
"14874","2",2025/12/31 00:00:00,"91024475"
"14875","2",2025/12/31 00:00:00,"187397"
"14876","2",2025/12/31 00:00:00,"293738"
"14877","2",2025/12/31 00:00:00,"179592"
"14878","2",2025/12/31 00:00:00,"323706"
"14879","1",2025/12/31 00:00:00,"24122935"
"14880","1",2025/12/31 00:00:00,"91021582"
"14881","2",2025/12/31 00:00:00,"91010684"
"14882","2",2025/12/31 00:00:00,"137190"
"14883","2",2025/12/31 00:00:00,"142638"
"14884","2",2025/12/31 00:00:00,"163686"
"14885","2",2025/12/31 00:00:00,"183088"
"14886","2",2025/12/31 00:00:00,"151479"
"14887","2",2025/12/31 00:00:00,"413686"
"14888","2",2025/12/31 00:00:00,"511324"
"14889","2",2025/12/31 00:00:00,"91027243"
"14890","2",2025/12/31 00:00:00,"91011898"
"14891","2",2025/12/31 00:00:00,"178057"
"14892","2",2025/12/31 00:00:00,"152099"
"14893","2",2025/12/31 00:00:00,"91013230"
"14894","2",2025/12/31 00:00:00,"91026412"
"14895","3",2025/12/31 00:00:00,"812968"
"14896","2",2025/12/31 00:00:00,"321318"
"14897","2",2025/12/31 00:00:00,"91028825"
"14898","2",2025/12/31 00:00:00,"185088"
"14899","2",2025/12/31 00:00:00,"141447"
"14900","2",2025/12/31 00:00:00,"151758"
"14901","3",2025/12/31 00:00:00,"91028920"
"14902","2",2025/12/31 00:00:00,"411219"
"14903","2",2025/12/31 00:00:00,"146244"
"14904","3",2025/12/31 00:00:00,"600538"
"14905","2",2025/12/31 00:00:00,"91032831"
"14906","2",2025/12/31 00:00:00,"91012618"
"14907","2",2025/12/31 00:00:00,"91021523"
"14908","1",2025/12/31 00:00:00,"440391"
"14909","2",2025/12/31 00:00:00,"140749"
"14910","1",2025/12/31 00:00:00,"91026585"
"14911","1",2025/12/31 00:00:00,"421244"
"14912","2",2025/12/31 00:00:00,"91015621"
"14913","1",2025/12/31 00:00:00,"423836"
"14914","2",2025/12/31 00:00:00,"138042"
"14915","1",2025/12/31 00:00:00,"91022005"
"14916","1",2025/12/31 00:00:00,"320786"
"14917","2",2025/12/31 00:00:00,"91010038"
"14918","2",2025/12/31 00:00:00,"444957"
"14919","2",2025/12/31 00:00:00,"142179"
"14920","2",2025/12/31 00:00:00,"181879"
"14921","2",2025/12/31 00:00:00,"168331"
"14922","2",2025/12/31 00:00:00,"158626"
"14923","1",2025/12/31 00:00:00,"141322"
"14924","1",2025/12/31 00:00:00,"605966"
"14925","1",2025/12/31 00:00:00,"91026766"
"14926","2",2025/12/31 00:00:00,"91010727"
"14927","2",2025/12/31 00:00:00,"182218"
"14928","2",2025/12/31 00:00:00,"512720"
"14929","2",2025/12/31 00:00:00,"159475"
"14930","2",2025/12/31 00:00:00,"323579"
"14931","2",2025/12/31 00:00:00,"189435"
"14932","1",2025/12/31 00:00:00,"461490"
"14933","2",2025/12/31 00:00:00,"141872"
"14934","2",2025/12/31 00:00:00,"519094"
"14935","2",2025/12/31 00:00:00,"152205"
"14936","2",2025/12/31 00:00:00,"515744"
"14937","2",2025/12/31 00:00:00,"157187"
"14938","2",2025/12/31 00:00:00,"91029391"
"14939","2",2025/12/31 00:00:00,"169300"
"14940","2",2025/12/31 00:00:00,"24180787"
"14941","1",2025/12/31 00:00:00,"208236"
"14942","1",2025/12/31 00:00:00,"173469"
"14943","2",2025/12/31 00:00:00,"324984"
"14944","2",2025/12/31 00:00:00,"452232"
"14945","2",2025/12/31 00:00:00,"91010042"
"14946","1",2025/12/31 00:00:00,"447724"
"14947","5",2025/12/31 00:00:00,"456991"
"14948","2",2025/12/31 00:00:00,"91013777"
"14949","3",2025/12/31 00:00:00,"361608"
"14950","1",2025/12/31 00:00:00,"504554"
"14951","2",2025/12/31 00:00:00,"189892"
"14952","2",2025/12/31 00:00:00,"353869"
"14953","2",2025/12/31 00:00:00,"143977"
"14954","1",2025/12/31 00:00:00,"164314"
"14955","2",2025/12/31 00:00:00,"169582"
"14956","2",2025/12/31 00:00:00,"508354"
"14957","2",2025/12/31 00:00:00,"138233"
"14958","1",2025/12/31 00:00:00,"91014925"
"14959","2",2025/12/31 00:00:00,"381661"
"14960","2",2025/12/31 00:00:00,"141697"
"14961","2",2025/12/31 00:00:00,"414472"
"14962","2",2025/12/31 00:00:00,"183252"
"14963","2",2025/12/31 00:00:00,"472550"
"14964","2",2025/12/31 00:00:00,"182046"
"14965","2",2025/12/31 00:00:00,"321159"
"14966","2",2025/12/31 00:00:00,"142279"
"14967","2",2025/12/31 00:00:00,"163731"
"14968","6",2025/12/31 00:00:00,"91028246"
"14969","2",2025/12/31 00:00:00,"146574"
"14970","2",2025/12/31 00:00:00,"209193"
"14971","2",2025/12/31 00:00:00,"91011780"
"14972","2",2025/12/31 00:00:00,"138063"
"14973","2",2025/12/31 00:00:00,"184895"
"14974","1",2025/12/31 00:00:00,"165266"
"14975","1",2025/12/31 00:00:00,"441267"
"14976","1",2025/12/31 00:00:00,"156405"
"14977","2",2025/12/31 00:00:00,"504876"
"14978","2",2025/12/31 00:00:00,"167880"
"14979","2",2025/12/31 00:00:00,"91026909"
"14980","1",2025/12/31 00:00:00,"155993"
"14981","2",2025/12/31 00:00:00,"91010802"
"14982","2",2025/12/31 00:00:00,"91021348"
"14983","2",2025/12/31 00:00:00,"91010676"
"14984","2",2025/12/31 00:00:00,"91029036"
"14985","1",2025/12/31 00:00:00,"505926"
"14986","2",2025/12/31 00:00:00,"502786"
"14987","2",2025/12/31 00:00:00,"91029613"
"14988","2",2025/12/31 00:00:00,"179293"
"14989","2",2025/12/31 00:00:00,"387007"
"14990","2",2025/12/31 00:00:00,"142063"
"14991","2",2025/12/31 00:00:00,"172241"
"14992","1",2025/12/31 00:00:00,"24123183"
"14993","2",2025/12/31 00:00:00,"505191"
"14994","2",2025/12/31 00:00:00,"182244"
"14995","2",2025/12/31 00:00:00,"525948"
"14996","2",2025/12/31 00:00:00,"181861"
"14997","2",2025/12/31 00:00:00,"137834"
"14998","2",2025/12/31 00:00:00,"138832"
"14999","2",2025/12/31 00:00:00,"321958"
"15000","1",2025/12/31 00:00:00,"24123068"
"15001","2",2025/12/31 00:00:00,"159585"
"15002","3",2025/12/31 00:00:00,"189765"
"15003","2",2025/12/31 00:00:00,"154468"
"15004","1",2025/12/31 00:00:00,"417581"
"15005","2",2025/12/31 00:00:00,"144547"
"15006","2",2025/12/31 00:00:00,"413075"
"15007","2",2025/12/31 00:00:00,"410363"
"15008","2",2025/12/31 00:00:00,"142390"
"15009","1",2025/12/31 00:00:00,"152628"
"15010","1",2025/12/31 00:00:00,"418105"
"15011","2",2025/12/31 00:00:00,"142037"
"15012","2",2025/12/31 00:00:00,"363434"
"15013","2",2025/12/31 00:00:00,"91020206"
"15014","2",2025/12/31 00:00:00,"145634"
"15015","2",2025/12/31 00:00:00,"464023"
"15016","2",2025/12/31 00:00:00,"91011191"
"15017","2",2025/12/31 00:00:00,"142359"
"15018","2",2025/12/31 00:00:00,"91028518"
"15019","2",2025/12/31 00:00:00,"362079"
"15020","2",2025/12/31 00:00:00,"141472"
"15021","2",2025/12/31 00:00:00,"160372"
"15022","2",2025/12/31 00:00:00,"187654"
"15023","2",2025/12/31 00:00:00,"900618"
"15024","2",2025/12/31 00:00:00,"188061"
"15025","2",2025/12/31 00:00:00,"367864"
"15026","2",2025/12/31 00:00:00,"178123"
"15027","1",2025/12/31 00:00:00,"145349"
"15028","2",2025/12/31 00:00:00,"148274"
"15029","2",2025/12/31 00:00:00,"151645"
"15030","2",2025/12/31 00:00:00,"389171"
"15031","2",2025/12/31 00:00:00,"181220"
"15032","2",2025/12/31 00:00:00,"464905"
"15033","2",2025/12/31 00:00:00,"169743"
"15034","2",2025/12/31 00:00:00,"148693"
"15035","2",2025/12/31 00:00:00,"514593"
"15036","2",2025/12/31 00:00:00,"162145"
"15037","2",2025/12/31 00:00:00,"179924"
"15038","2",2025/12/31 00:00:00,"139872"
"15039","2",2025/12/31 00:00:00,"471464"
"15040","2",2025/12/31 00:00:00,"367589"
"15041","2",2025/12/31 00:00:00,"472654"
"15042","2",2025/12/31 00:00:00,"140055"
"15043","2",2025/12/31 00:00:00,"187824"
"15044","2",2025/12/31 00:00:00,"182650"
"15045","1",2025/12/31 00:00:00,"364682"
"15046","2",2025/12/31 00:00:00,"461595"
"15047","2",2025/12/31 00:00:00,"91030701"
"15048","2",2025/12/31 00:00:00,"388970"
"15049","2",2025/12/31 00:00:00,"168365"
"15050","2",2025/12/31 00:00:00,"513243"
"15051","2",2025/12/31 00:00:00,"167940"
"15052","2",2025/12/31 00:00:00,"166834"
"15053","6",2025/12/31 00:00:00,"91027706"
"15054","2",2025/12/31 00:00:00,"182554"
"15055","2",2025/12/31 00:00:00,"91014027"
"15056","2",2025/12/31 00:00:00,"178989"
"15057","2",2025/12/31 00:00:00,"91012705"
"15058","2",2025/12/31 00:00:00,"167212"
"15059","2",2025/12/31 00:00:00,"136830"
"15060","1",2025/12/31 00:00:00,"169769"
"15061","2",2025/12/31 00:00:00,"141735"
"15062","2",2025/12/31 00:00:00,"179964"
"15063","2",2025/12/31 00:00:00,"176329"
"15064","2",2025/12/31 00:00:00,"158698"
"15065","2",2025/12/31 00:00:00,"151462"
"15066","2",2025/12/31 00:00:00,"181794"
"15067","1",2025/12/31 00:00:00,"296006"
"15068","2",2025/12/31 00:00:00,"141738"
"15069","1",2025/12/31 00:00:00,"480090"
"15070","2",2025/12/31 00:00:00,"365717"
"15071","3",2025/12/31 00:00:00,"153535"
"15072","6",2025/12/31 00:00:00,"172832"
"15073","2",2025/12/31 00:00:00,"294682"
"15074","3",2025/12/31 00:00:00,"91034658"
"15075","3",2025/12/31 00:00:00,"91033979"
"15076","1",2025/12/31 00:00:00,"443574"
"15077","2",2025/12/31 00:00:00,"152732"
"15078","2",2025/12/31 00:00:00,"368357"
"15079","2",2025/12/31 00:00:00,"144476"
"15080","2",2025/12/31 00:00:00,"168505"
"15081","6",2025/12/31 00:00:00,"91027134"
"15082","2",2025/12/31 00:00:00,"91015497"
"15083","1",2025/12/31 00:00:00,"155813"
"15084","1",2025/12/31 00:00:00,"325744"
"15085","2",2025/12/31 00:00:00,"463816"
"15086","2",2025/12/31 00:00:00,"179987"
"15087","2",2025/12/31 00:00:00,"325597"
"15088","2",2025/12/31 00:00:00,"159310"
"15089","2",2025/12/31 00:00:00,"187596"
"15090","2",2025/12/31 00:00:00,"423372"
"15091","2",2025/12/31 00:00:00,"91066386"
"15092","1",2025/12/31 00:00:00,"458239"
"15093","2",2025/12/31 00:00:00,"170989"
"15094","2",2025/12/31 00:00:00,"178190"
"15095","2",2025/12/31 00:00:00,"182533"
"15096","2",2025/12/31 00:00:00,"139593"
"15097","2",2025/12/31 00:00:00,"320051"
"15098","2",2025/12/31 00:00:00,"91034716"
"15099","2",2025/12/31 00:00:00,"91026550"
"15100","2",2025/12/31 00:00:00,"91012136"
"15101","2",2025/12/31 00:00:00,"189147"
"15102","2",2025/12/31 00:00:00,"137404"
"15103","1",2025/12/31 00:00:00,"411641"
"15104","3",2025/12/31 00:00:00,"530432"
"15105","2",2025/12/31 00:00:00,"91033013"
"15106","2",2025/12/31 00:00:00,"460908"
"15107","2",2025/12/31 00:00:00,"189842"
"15108","2",2025/12/31 00:00:00,"148471"
"15109","1",2025/12/31 00:00:00,"505592"
"15110","1",2025/12/31 00:00:00,"91030193"
"15111","1",2025/12/31 00:00:00,"138388"
"15112","2",2025/12/31 00:00:00,"169023"
"15113","2",2025/12/31 00:00:00,"415855"
"15114","2",2025/12/31 00:00:00,"162381"
"15115","2",2025/12/31 00:00:00,"146488"
"15116","1",2025/12/31 00:00:00,"211891"
"15117","2",2025/12/31 00:00:00,"139017"
"15118","2",2025/12/31 00:00:00,"305249"
"15119","2",2025/12/31 00:00:00,"440281"
"15120","4",2025/12/31 00:00:00,"491409"
"15121","2",2025/12/31 00:00:00,"24123168"
"15122","2",2025/12/31 00:00:00,"24123304"
"15123","2",2025/12/31 00:00:00,"137923"
"15124","2",2025/12/31 00:00:00,"159975"
"15125","2",2025/12/31 00:00:00,"162514"
"15126","2",2025/12/31 00:00:00,"91011844"
"15127","3",2025/12/31 00:00:00,"300284"
"15128","2",2025/12/31 00:00:00,"169135"
"15129","2",2025/12/31 00:00:00,"151622"
"15130","2",2025/12/31 00:00:00,"148451"
"15131","1",2025/12/31 00:00:00,"507148"
"15132","2",2025/12/31 00:00:00,"143049"
"15133","2",2025/12/31 00:00:00,"185332"
"15134","2",2025/12/31 00:00:00,"145600"
"15135","2",2025/12/31 00:00:00,"138820"
"15136","2",2025/12/31 00:00:00,"91024528"
"15137","2",2025/12/31 00:00:00,"145570"
"15138","2",2025/12/31 00:00:00,"390216"
"15139","2",2025/12/31 00:00:00,"189379"
"15140","2",2025/12/31 00:00:00,"91032887"
"15141","2",2025/12/31 00:00:00,"515439"
"15142","2",2025/12/31 00:00:00,"362814"
"15143","2",2025/12/31 00:00:00,"179370"
"15144","2",2025/12/31 00:00:00,"137279"
"15145","2",2025/12/31 00:00:00,"185781"
"15146","2",2025/12/31 00:00:00,"453609"
"15147","2",2025/12/31 00:00:00,"189659"
"15148","1",2025/12/31 00:00:00,"606042"
"15149","2",2025/12/31 00:00:00,"188845"
"15150","2",2025/12/31 00:00:00,"91017052"
"15151","2",2025/12/31 00:00:00,"180569"
"15152","1",2025/12/31 00:00:00,"148035"
"15153","2",2025/12/31 00:00:00,"144017"
"15154","2",2025/12/31 00:00:00,"208146"
"15155","2",2025/12/31 00:00:00,"151352"
"15156","1",2025/12/31 00:00:00,"384858"
"15157","1",2025/12/31 00:00:00,"451858"
"15158","2",2025/12/31 00:00:00,"145665"
"15159","2",2025/12/31 00:00:00,"148592"
"15160","2",2025/12/31 00:00:00,"170634"
"15161","2",2025/12/31 00:00:00,"91063654"
"15162","3",2025/12/31 00:00:00,"442586"
"15163","2",2025/12/31 00:00:00,"355388"
"15164","3",2025/12/31 00:00:00,"91027299"
"15165","1",2025/12/31 00:00:00,"170312"
"15166","1",2025/12/31 00:00:00,"902708"
"15167","2",2025/12/31 00:00:00,"189385"
"15168","2",2025/12/31 00:00:00,"411144"
"15169","2",2025/12/31 00:00:00,"163606"
"15170","2",2025/12/31 00:00:00,"91021100"
"15171","2",2025/12/31 00:00:00,"472283"
"15172","2",2025/12/31 00:00:00,"91014616"
"15173","2",2025/12/31 00:00:00,"321607"
"15174","2",2025/12/31 00:00:00,"179090"
"15175","1",2025/12/31 00:00:00,"91027020"
"15176","3",2025/12/31 00:00:00,"91028203"
"15177","2",2025/12/31 00:00:00,"183338"
"15178","2",2025/12/31 00:00:00,"179171"
"15179","2",2025/12/31 00:00:00,"442580"
"15180","3",2025/12/31 00:00:00,"154537"
"15181","2",2025/12/31 00:00:00,"149467"
"15182","2",2025/12/31 00:00:00,"91013940"
"15183","2",2025/12/31 00:00:00,"321592"
"15184","1",2025/12/31 00:00:00,"171845"
"15185","2",2025/12/31 00:00:00,"162369"
"15186","4",2025/12/31 00:00:00,"91020579"
"15187","2",2025/12/31 00:00:00,"504639"
"15188","4",2025/12/31 00:00:00,"174285"
"15189","1",2025/12/31 00:00:00,"91026406"
"15190","2",2025/12/31 00:00:00,"148259"
"15191","1",2025/12/31 00:00:00,"355289"
"15192","2",2025/12/31 00:00:00,"144736"
"15193","2",2025/12/31 00:00:00,"325104"
"15194","2",2025/12/31 00:00:00,"163062"
"15195","2",2025/12/31 00:00:00,"91024512"
"15196","2",2025/12/31 00:00:00,"352442"
"15197","1",2025/12/31 00:00:00,"471767"
"15198","2",2025/12/31 00:00:00,"148400"
"15199","2",2025/12/31 00:00:00,"139832"
"15200","2",2025/12/31 00:00:00,"91063684"
"15201","2",2025/12/31 00:00:00,"360346"
"15202","2",2025/12/31 00:00:00,"91024219"
"15203","2",2025/12/31 00:00:00,"183244"
"15204","2",2025/12/31 00:00:00,"153499"
"15205","2",2025/12/31 00:00:00,"145635"
"15206","2",2025/12/31 00:00:00,"144571"
"15207","2",2025/12/31 00:00:00,"354460"
"15208","2",2025/12/31 00:00:00,"24121835"
"15209","2",2025/12/31 00:00:00,"91017347"
"15210","2",2025/12/31 00:00:00,"168238"
"15211","2",2025/12/31 00:00:00,"606015"
