codigo_localidad,nombre_localidad,area,ano,poblacion_total,poblacion_hombres,poblacion_mujeres,poblacion_0_5,poblacion_6_11,poblacion_12_17,poblacion_5_17,poblacion_18_59,poblacion_60_mas
20,Sumapaz,Total,2022,3713,1875,1838,384,382,381,826,2062,504
01,Usaquén,Cabecera Municipal,2023,586346,269323,317023,36677,35653,34889,76806,361131,117996
01,Usaquén,Centros Poblados y Rural Disperso,2023,608,261,347,47,90,115,213,260,96
01,Usaquén,Total,2023,586954,269584,317370,36724,35743,35004,77019,361391,118092
02,Chapinero,Cabecera Municipal,2023,178317,85637,92680,11936,9054,7804,18666,117957,31566
02,Chapinero,Centros Poblados y Rural Disperso,2023,1089,564,525,120,81,82,183,664,142
02,Chapinero,Total,2023,179406,86201,93205,12056,9135,7886,18849,118621,31708
03,Santa Fe,Cabecera Municipal,2023,106587,52474,54113,9681,7445,7239,16108,67768,14454
03,Santa Fe,Centros Poblados y Rural Disperso,2023,1090,561,529,161,138,131,294,557,103
03,Santa Fe,Total,2023,107677,53035,54642,9842,7583,7370,16402,68325,14557
04,San Cristóbal,Cabecera Municipal,2023,406428,195703,210725,37816,31675,33660,70921,245994,57283
04,San Cristóbal,Centros Poblados y Rural Disperso,2023,70,28,42,9,5,2,7,40,14
04,San Cristóbal,Total,2023,406498,195731,210767,37825,31680,33662,70928,246034,57297
05,Usme,Cabecera Municipal,2023,397603,196717,200886,41177,35132,35666,76570,238306,47322
05,Usme,Centros Poblados y Rural Disperso,2023,10042,5202,4840,1183,1027,1018,2216,5635,1179
05,Usme,Total,2023,407645,201919,205726,42360,36159,36684,78786,243941,48501
06,Tunjuelito,Cabecera Municipal,2023,182943,90946,91997,17486,13142,13359,28704,111633,27323
06,Tunjuelito,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2023,182943,90946,91997,17486,13142,13359,28704,111633,27323
07,Bosa,Cabecera Municipal,2023,729781,351203,378578,59874,62901,64126,137036,461784,81096
07,Bosa,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2023,729781,351203,378578,59874,62901,64126,137036,461784,81096
08,Kennedy,Cabecera Municipal,2023,1035224,501861,533363,60958,78391,80723,172132,663807,151345
08,Kennedy,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2023,1035224,501861,533363,60958,78391,80723,172132,663807,151345
09,Fontibón,Cabecera Municipal,2023,404252,188605,215647,25050,25861,27615,57834,260052,65674
09,Fontibón,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2023,404252,188605,215647,25050,25861,27615,57834,260052,65674
10,Engativá,Cabecera Municipal,2023,817019,387428,429591,42164,52508,55735,117220,523184,143428
10,Engativá,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2023,817019,387428,429591,42164,52508,55735,117220,523184,143428
11,Suba,Cabecera Municipal,2023,1290144,608447,681697,82938,89833,90632,195233,815348,211393
11,Suba,Centros Poblados y Rural Disperso,2023,4214,2171,2043,424,397,388,843,2490,515
11,Suba,Total,2023,1294358,610618,683740,83362,90230,91020,196076,817838,211908
12,Barrios Unidos,Cabecera Municipal,2023,153342,75950,77392,10473,7935,8393,17632,97435,29106
12,Barrios Unidos,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2023,153342,75950,77392,10473,7935,8393,17632,97435,29106
13,Teusaquillo,Cabecera Municipal,2023,166428,69653,96775,8292,7211,7371,15807,108921,34633
13,Teusaquillo,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2023,166428,69653,96775,8292,7211,7371,15807,108921,34633
14,Los Mártires,Cabecera Municipal,2023,82848,34462,48386,5920,5530,5194,11678,54801,11403
14,Los Mártires,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2023,82848,34462,48386,5920,5530,5194,11678,54801,11403
15,Antonio Nariño,Cabecera Municipal,2023,83925,38960,44965,8116,4921,5726,11473,50809,14353
15,Antonio Nariño,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2023,83925,38960,44965,8116,4921,5726,11473,50809,14353
16,Puente Aranda,Cabecera Municipal,2023,256731,127095,129636,15438,15203,16638,34248,161548,47904
16,Puente Aranda,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2023,256731,127095,129636,15438,15203,16638,34248,161548,47904
17,La Candelaria,Cabecera Municipal,2023,18409,9361,9048,767,821,1097,2034,12436,3288
17,La Candelaria,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2023,18409,9361,9048,767,821,1097,2034,12436,3288
18,Rafael Uribe Uribe,Cabecera Municipal,2023,389238,191448,197790,34010,29666,30441,65056,237653,57468
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2023,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2023,389238,191448,197790,34010,29666,30441,65056,237653,57468
19,Ciudad Bolivar,Cabecera Municipal,2023,650967,324408,326559,65741,58365,57817,126158,393671,75373
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2023,10625,5282,5343,1335,1321,1077,2659,5712,1180
19,Ciudad Bolivar,Total,2023,661592,329690,331902,67076,59686,58894,128817,399383,76553
20,Sumapaz,Cabecera Municipal,2023,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2023,3825,1926,1899,385,390,391,843,2121,538
20,Sumapaz,Total,2023,3825,1926,1899,385,390,391,843,2121,538
01,Usaquén,Cabecera Municipal,2024,593978,272693,321285,36263,36279,35231,77398,363856,122349
01,Usaquén,Centros Poblados y Rural Disperso,2024,633,274,359,47,91,120,219,267,108
01,Usaquén,Total,2024,594611,272967,321644,36310,36370,35351,77617,364123,122457
02,Chapinero,Cabecera Municipal,2024,180974,86932,94042,12393,9470,7894,19223,118758,32459
02,Chapinero,Centros Poblados y Rural Disperso,2024,1129,585,544,120,84,85,189,685,155
02,Chapinero,Total,2024,182103,87517,94586,12513,9554,7979,19412,119443,32614
03,Santa Fe,Cabecera Municipal,2024,106783,52269,54514,10531,7540,7076,16414,67261,14375
03,Santa Fe,Centros Poblados y Rural Disperso,2024,1123,572,551,160,141,136,302,574,112
03,Santa Fe,Total,2024,107906,52841,55065,10691,7681,7212,16716,67835,14487
04,San Cristóbal,Cabecera Municipal,2024,409033,196875,212158,38697,31637,32924,70278,246144,59631
04,San Cristóbal,Centros Poblados y Rural Disperso,2024,73,28,45,9,5,2,7,40,17
04,San Cristóbal,Total,2024,409106,196903,212203,38706,31642,32926,70285,246184,59648
05,Usme,Cabecera Municipal,2024,404676,200538,204138,42954,34916,35570,76614,241287,49949
05,Usme,Centros Poblados y Rural Disperso,2024,10319,5356,4963,1181,1059,1039,2273,5783,1257
05,Usme,Total,2024,414995,205894,209101,44135,35975,36609,78887,247070,51206
06,Tunjuelito,Cabecera Municipal,2024,184492,91914,92578,18568,13084,13145,28794,111667,28028
06,Tunjuelito,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2024,184492,91914,92578,18568,13084,13145,28794,111667,28028
07,Bosa,Cabecera Municipal,2024,733740,353078,380662,57912,61980,63373,135479,464663,85812
07,Bosa,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2024,733740,353078,380662,57912,61980,63373,135479,464663,85812
08,Kennedy,Cabecera Municipal,2024,1037929,503962,533967,53814,78061,80281,170008,667588,158185
08,Kennedy,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2024,1037929,503962,533967,53814,78061,80281,170008,667588,158185
09,Fontibón,Cabecera Municipal,2024,408155,189984,218171,24778,25913,27098,56829,261577,68789
09,Fontibón,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2024,408155,189984,218171,24778,25913,27098,56829,261577,68789
10,Engativá,Cabecera Municipal,2024,819441,388871,430570,38064,52583,55127,115238,524724,148943
10,Engativá,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2024,819441,388871,430570,38064,52583,55127,115238,524724,148943
11,Suba,Cabecera Municipal,2024,1309115,617598,691517,78570,90811,90720,194511,825964,223050
11,Suba,Centros Poblados y Rural Disperso,2024,4338,2237,2101,426,405,398,863,2559,550
11,Suba,Total,2024,1313453,619835,693618,78996,91216,91118,195374,828523,223600
12,Barrios Unidos,Cabecera Municipal,2024,156268,77967,78301,11274,7923,8362,17822,98838,29871
12,Barrios Unidos,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2024,156268,77967,78301,11274,7923,8362,17822,98838,29871
13,Teusaquillo,Cabecera Municipal,2024,165438,68105,97333,8769,7126,7222,15825,107552,34769
13,Teusaquillo,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2024,165438,68105,97333,8769,7126,7222,15825,107552,34769
14,Los Mártires,Cabecera Municipal,2024,83001,33755,49246,6428,5484,5107,12008,54591,11391
14,Los Mártires,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2024,83001,33755,49246,6428,5484,5107,12008,54591,11391
15,Antonio Nariño,Cabecera Municipal,2024,84979,39218,45761,9181,4843,5619,11479,50804,14532
15,Antonio Nariño,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2024,84979,39218,45761,9181,4843,5619,11479,50804,14532
16,Puente Aranda,Cabecera Municipal,2024,258034,128107,129927,15609,14982,16328,33680,161527,49588
16,Puente Aranda,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2024,258034,128107,129927,15609,14982,16328,33680,161527,49588
17,La Candelaria,Cabecera Municipal,2024,18675,9430,9245,755,813,1113,2040,12604,3390
17,La Candelaria,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2024,18675,9430,9245,755,813,1113,2040,12604,3390
18,Rafael Uribe Uribe,Cabecera Municipal,2024,391588,192276,199312,34364,29511,29960,64938,238184,59569
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2024,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2024,391588,192276,199312,34364,29511,29960,64938,238184,59569
19,Ciudad Bolivar,Cabecera Municipal,2024,655881,327558,328323,65226,58126,57522,126499,396120,78887
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2024,10928,5436,5492,1337,1354,1109,2728,5872,1256
19,Ciudad Bolivar,Total,2024,666809,332994,333815,66563,59480,58631,129227,401992,80143
20,Sumapaz,Cabecera Municipal,2024,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2024,3926,1974,1952,386,396,394,849,2179,571
20,Sumapaz,Total,2024,3926,1974,1952,386,396,394,849,2179,571
01,Usaquén,Cabecera Municipal,2025,601756,276101,325655,36576,36485,35460,77904,366194,127041
01,Usaquén,Centros Poblados y Rural Disperso,2025,656,284,372,48,95,122,225,276,115
01,Usaquén,Total,2025,602412,276385,326027,36624,36580,35582,78129,366470,127156
02,Chapinero,Cabecera Municipal,2025,183605,88186,95419,12975,9849,8066,19896,119198,33517
02,Chapinero,Centros Poblados y Rural Disperso,2025,1152,596,556,119,86,86,191,697,164
02,Chapinero,Total,2025,184757,88782,95975,13094,9935,8152,20087,119895,33681
03,Santa Fe,Cabecera Municipal,2025,106696,51935,54761,11346,7900,6961,16866,66248,14241
03,Santa Fe,Centros Poblados y Rural Disperso,2025,1155,595,560,161,145,137,307,591,121
03,Santa Fe,Total,2025,107851,52530,55321,11507,8045,7098,17173,66839,14362
04,San Cristóbal,Cabecera Municipal,2025,411497,197864,213633,39691,31755,32109,69816,245921,62021
04,San Cristóbal,Centros Poblados y Rural Disperso,2025,73,28,45,9,5,2,7,40,17
04,San Cristóbal,Total,2025,411570,197892,213678,39700,31760,32111,69823,245961,62038
05,Usme,Cabecera Municipal,2025,411900,204430,207470,45000,35054,35545,77110,243785,52516
05,Usme,Centros Poblados y Rural Disperso,2025,10589,5493,5096,1190,1080,1056,2311,5924,1339
05,Usme,Total,2025,422489,209923,212566,46190,36134,36601,79421,249709,53855
06,Tunjuelito,Cabecera Municipal,2025,186127,92882,93245,19578,13330,12998,29068,111348,28873
06,Tunjuelito,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2025,186127,92882,93245,19578,13330,12998,29068,111348,28873
07,Bosa,Cabecera Municipal,2025,737647,355056,382591,56160,61274,62559,133655,467015,90639
07,Bosa,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2025,737647,355056,382591,56160,61274,62559,133655,467015,90639
08,Kennedy,Cabecera Municipal,2025,1041286,506349,534937,48145,76413,79664,166375,671129,165935
08,Kennedy,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2025,1041286,506349,534937,48145,76413,79664,166375,671129,165935
09,Fontibón,Cabecera Municipal,2025,411638,191220,220418,25327,25300,26682,55875,262247,72082
09,Fontibón,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2025,411638,191220,220418,25327,25300,26682,55875,262247,72082
10,Engativá,Cabecera Municipal,2025,822369,390495,431874,35593,51372,54431,112734,525703,155270
10,Engativá,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2025,822369,390495,431874,35593,51372,54431,112734,525703,155270
11,Suba,Cabecera Municipal,2025,1328512,626990,701522,76537,89780,91200,192730,835198,235797
11,Suba,Centros Poblados y Rural Disperso,2025,4446,2295,2151,428,415,405,879,2616,582
11,Suba,Total,2025,1332958,629285,703673,76965,90195,91605,193609,837814,236379
12,Barrios Unidos,Cabecera Municipal,2025,159163,79870,79293,12050,8183,8261,18112,99839,30830
12,Barrios Unidos,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2025,159163,79870,79293,12050,8183,8261,18112,99839,30830
13,Teusaquillo,Cabecera Municipal,2025,164384,66645,97739,9264,7322,7027,16087,105772,34999
13,Teusaquillo,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2025,164384,66645,97739,9264,7322,7027,16087,105772,34999
14,Los Mártires,Cabecera Municipal,2025,82827,33146,49681,6581,5659,5056,12240,54118,11413
14,Los Mártires,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2025,82827,33146,49681,6581,5659,5056,12240,54118,11413
15,Antonio Nariño,Cabecera Municipal,2025,86119,39523,46596,10307,4955,5505,11638,50600,14752
15,Antonio Nariño,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2025,86119,39523,46596,10307,4955,5505,11638,50600,14752
16,Puente Aranda,Cabecera Municipal,2025,259314,129016,130298,15980,14707,16112,33278,161107,51408
16,Puente Aranda,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2025,259314,129016,130298,15980,14707,16112,33278,161107,51408
17,La Candelaria,Cabecera Municipal,2025,18941,9499,9442,743,805,1129,2046,12772,3492
17,La Candelaria,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2025,18941,9499,9442,743,805,1129,2046,12772,3492
18,Rafael Uribe Uribe,Cabecera Municipal,2025,393869,193062,200807,34464,29747,29720,65007,238062,61876
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2025,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2025,393869,193062,200807,34464,29747,29720,65007,238062,61876
19,Ciudad Bolivar,Cabecera Municipal,2025,660466,330524,329942,64158,58800,57082,126663,398119,82307
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2025,11204,5579,5625,1343,1384,1126,2772,6014,1337
19,Ciudad Bolivar,Total,2025,671670,336103,335567,65501,60184,58208,129435,404133,83644
20,Sumapaz,Cabecera Municipal,2025,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2025,4021,2018,2003,392,395,400,862,2228,606
20,Sumapaz,Total,2025,4021,2018,2003,392,395,400,862,2228,606
01,Usaquén,Cabecera Municipal,2026,610405,279928,330477,36853,36679,35728,78528,369443,131702
01,Usaquén,Centros Poblados y Rural Disperso,2026,671,290,381,48,97,123,228,283,120
01,Usaquén,Total,2026,611076,280218,330858,36901,36776,35851,78756,369726,131822
02,Chapinero,Cabecera Municipal,2026,186028,89353,96675,13506,10340,8205,20677,119576,34401
02,Chapinero,Centros Poblados y Rural Disperso,2026,1177,608,569,121,88,87,195,709,172
02,Chapinero,Total,2026,187205,89961,97244,13627,10428,8292,20872,120285,34573
03,Santa Fe,Cabecera Municipal,2026,107300,51904,55396,12192,8592,6821,17712,65575,14120
03,Santa Fe,Centros Poblados y Rural Disperso,2026,1176,605,571,161,147,140,312,599,129
03,Santa Fe,Total,2026,108476,52509,55967,12353,8739,6961,18024,66174,14249
04,San Cristóbal,Cabecera Municipal,2026,413746,198666,215080,40353,32069,31550,69901,245211,64563
04,San Cristóbal,Centros Poblados y Rural Disperso,2026,76,29,47,9,5,2,7,40,20
04,San Cristóbal,Total,2026,413822,198695,215127,40362,32074,31552,69908,245251,64583
05,Usme,Cabecera Municipal,2026,419136,208286,210850,46804,35793,35270,78105,246137,55132
05,Usme,Centros Poblados y Rural Disperso,2026,10822,5617,5205,1197,1092,1075,2343,6051,1407
05,Usme,Total,2026,429958,213903,216055,48001,36885,36345,80448,252188,56539
06,Tunjuelito,Cabecera Municipal,2026,187698,93782,93916,20484,13796,12787,29561,110962,29669
06,Tunjuelito,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2026,187698,93782,93916,20484,13796,12787,29561,110962,29669
07,Bosa,Cabecera Municipal,2026,741537,357036,384501,54488,60452,61904,131997,468976,95717
07,Bosa,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2026,741537,357036,384501,54488,60452,61904,131997,468976,95717
08,Kennedy,Cabecera Municipal,2026,1045353,509022,536331,43548,73588,79256,162022,675247,173714
08,Kennedy,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2026,1045353,509022,536331,43548,73588,79256,162022,675247,173714
09,Fontibón,Cabecera Municipal,2026,415054,192485,222569,25838,24852,26286,55190,262765,75313
09,Fontibón,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2026,415054,192485,222569,25838,24852,26286,55190,262765,75313
10,Engativá,Cabecera Municipal,2026,825633,392281,433352,33565,49422,54238,110126,526439,161969
10,Engativá,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2026,825633,392281,433352,33565,49422,54238,110126,526439,161969
11,Suba,Cabecera Municipal,2026,1347097,636217,710880,75296,86924,92302,189982,844433,248142
11,Suba,Centros Poblados y Rural Disperso,2026,4554,2353,2201,430,420,412,892,2676,616
11,Suba,Total,2026,1351651,638570,713081,75726,87344,92714,190874,847109,248758
12,Barrios Unidos,Cabecera Municipal,2026,161766,81581,80185,12768,8489,8259,18585,100640,31610
12,Barrios Unidos,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2026,161766,81581,80185,12768,8489,8259,18585,100640,31610
13,Teusaquillo,Cabecera Municipal,2026,163391,65352,98039,9828,7706,6883,16651,103965,35009
13,Teusaquillo,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2026,163391,65352,98039,9828,7706,6883,16651,103965,35009
14,Los Mártires,Cabecera Municipal,2026,82764,32632,50132,6753,6122,5034,12808,53458,11397
14,Los Mártires,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2026,82764,32632,50132,6753,6122,5034,12808,53458,11397
15,Antonio Nariño,Cabecera Municipal,2026,87204,39815,47389,11412,5326,5308,12018,50275,14883
15,Antonio Nariño,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2026,87204,39815,47389,11412,5326,5308,12018,50275,14883
16,Puente Aranda,Cabecera Municipal,2026,260371,129784,130587,16260,14628,15793,33009,160610,53080
16,Puente Aranda,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2026,260371,129784,130587,16260,14628,15793,33009,160610,53080
17,La Candelaria,Cabecera Municipal,2026,19207,9568,9639,731,797,1145,2052,12940,3594
17,La Candelaria,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2026,19207,9568,9639,731,797,1145,2052,12940,3594
18,Rafael Uribe Uribe,Cabecera Municipal,2026,395986,193773,202213,34393,30083,29508,65271,237915,64087
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2026,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2026,395986,193773,202213,34393,30083,29508,65271,237915,64087
19,Ciudad Bolivar,Cabecera Municipal,2026,664702,333236,331466,62833,59654,56503,127009,399712,86000
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2026,11456,5712,5744,1351,1405,1141,2811,6143,1416
19,Ciudad Bolivar,Total,2026,676158,338948,337210,64184,61059,57644,129820,405855,87416
20,Sumapaz,Cabecera Municipal,2026,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2026,4111,2059,2052,388,403,409,879,2259,652
20,Sumapaz,Total,2026,4111,2059,2052,388,403,409,879,2259,652
01,Usaquén,Cabecera Municipal,2027,619145,283837,335308,36970,36908,36354,79487,372422,136491
01,Usaquén,Centros Poblados y Rural Disperso,2027,688,296,392,48,99,127,234,285,129
01,Usaquén,Total,2027,619833,284133,335700,37018,37007,36481,79721,372707,136620
02,Chapinero,Cabecera Municipal,2027,188348,90456,97892,13950,10926,8402,21586,119715,35355
02,Chapinero,Centros Poblados y Rural Disperso,2027,1204,624,580,121,89,88,197,726,180
02,Chapinero,Total,2027,189552,91080,98472,14071,11015,8490,21783,120441,35535
03,Santa Fe,Cabecera Municipal,2027,107610,51714,55896,12933,9502,6701,18775,64567,13907
03,Santa Fe,Centros Poblados y Rural Disperso,2027,1200,617,583,163,148,141,315,614,134
03,Santa Fe,Total,2027,108810,52331,56479,13096,9650,6842,19090,65181,14041
04,San Cristóbal,Cabecera Municipal,2027,416008,199637,216371,40548,32961,31019,70484,244707,66773
04,San Cristóbal,Centros Poblados y Rural Disperso,2027,77,29,48,9,5,2,7,40,21
04,San Cristóbal,Total,2027,416085,199666,216419,40557,32966,31021,70491,244747,66794
05,Usme,Cabecera Municipal,2027,426459,212157,214302,48182,37096,35129,79677,248492,57560
05,Usme,Centros Poblados y Rural Disperso,2027,11029,5721,5308,1199,1104,1092,2371,6147,1487
05,Usme,Total,2027,437488,217878,219610,49381,38200,36221,82048,254639,59047
06,Tunjuelito,Cabecera Municipal,2027,189302,94677,94625,21217,14515,12598,30288,110544,30428
06,Tunjuelito,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
06,Tunjuelito,Total,2027,189302,94677,94625,21217,14515,12598,30288,110544,30428
07,Bosa,Cabecera Municipal,2027,745612,359109,386503,52808,59495,61440,130319,471074,100795
07,Bosa,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
07,Bosa,Total,2027,745612,359109,386503,52808,59495,61440,130319,471074,100795
08,Kennedy,Cabecera Municipal,2027,1050002,511919,538083,39856,69825,78956,157012,679642,181723
08,Kennedy,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
08,Kennedy,Total,2027,1050002,511919,538083,39856,69825,78956,157012,679642,181723
09,Fontibón,Cabecera Municipal,2027,418517,193828,224689,26228,24547,26131,54850,263135,78476
09,Fontibón,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
09,Fontibón,Total,2027,418517,193828,224689,26228,24547,26131,54850,263135,78476
10,Engativá,Cabecera Municipal,2027,829258,394244,435014,31895,47143,53812,107024,528095,168313
10,Engativá,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
10,Engativá,Total,2027,829258,394244,435014,31895,47143,53812,107024,528095,168313
11,Suba,Cabecera Municipal,2027,1365191,645167,720024,74716,82730,93238,186021,853611,260896
11,Suba,Centros Poblados y Rural Disperso,2027,4646,2404,2242,430,423,419,902,2722,652
11,Suba,Total,2027,1369837,647571,722266,75146,83153,93657,186923,856333,261548
12,Barrios Unidos,Cabecera Municipal,2027,164203,83158,81045,13381,9006,8243,19230,101276,32297
12,Barrios Unidos,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
12,Barrios Unidos,Total,2027,164203,83158,81045,13381,9006,8243,19230,101276,32297
13,Teusaquillo,Cabecera Municipal,2027,162549,64256,98293,10387,8390,6761,17522,102130,34881
13,Teusaquillo,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
13,Teusaquillo,Total,2027,162549,64256,98293,10387,8390,6761,17522,102130,34881
14,Los Mártires,Cabecera Municipal,2027,82690,32141,50549,6805,6817,4958,13434,52737,11373
14,Los Mártires,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
14,Los Mártires,Total,2027,82690,32141,50549,6805,6817,4958,13434,52737,11373
15,Antonio Nariño,Cabecera Municipal,2027,88314,40131,48183,12438,5854,5178,12609,49872,14972
15,Antonio Nariño,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
15,Antonio Nariño,Total,2027,88314,40131,48183,12438,5854,5178,12609,49872,14972
16,Puente Aranda,Cabecera Municipal,2027,261307,130460,130847,16396,14696,15489,32857,160002,54724
16,Puente Aranda,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
16,Puente Aranda,Total,2027,261307,130460,130847,16396,14696,15489,32857,160002,54724
17,La Candelaria,Cabecera Municipal,2027,19473,9637,9836,719,789,1161,2058,13108,3696
17,La Candelaria,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
17,La Candelaria,Total,2027,19473,9637,9836,719,789,1161,2058,13108,3696
18,Rafael Uribe Uribe,Cabecera Municipal,2027,398045,194464,203581,34087,30671,29220,65633,237780,66287
18,Rafael Uribe Uribe,Centros Poblados y Rural Disperso,2027,0,0,0,0,0,0,0,0,0
18,Rafael Uribe Uribe,Total,2027,398045,194464,203581,34087,30671,29220,65633,237780,66287
19,Ciudad Bolivar,Cabecera Municipal,2027,668771,335795,332976,61113,60736,56289,127766,401196,89437
19,Ciudad Bolivar,Centros Poblados y Rural Disperso,2027,11671,5830,5841,1355,1421,1160,2846,6246,1489
19,Ciudad Bolivar,Total,2027,680442,341625,338817,62468,62157,57449,130612,407442,90926
20,Sumapaz,Cabecera Municipal,2027,0,0,0,0,0,0,0,0,0
20,Sumapaz,Centros Poblados y Rural Disperso,2027,4193,2095,2098,382,406,414,885,2310,681
20,Sumapaz,Total,2027,4193,2095,2098,382,406,414,885,2310,681
