ANO;CODIGO_UPL;NOMBRE_UPL;SEXO;EDAD;ORDEN_MCV;CURSODEVIDA;ORDEN_GRUPO_EDAD;GRUPOEDAD;POBLACION
2010;32;Teusaquillo;Hombres;25;4;Juventud;6;25 a 29;1429
2010;32;Teusaquillo;Hombres;26;4;Juventud;6;25 a 29;1381
2010;32;Teusaquillo;Hombres;27;4;Juventud;6;25 a 29;1428
2010;32;Teusaquillo;Hombres;28;4;Juventud;6;25 a 29;1369
2010;32;Teusaquillo;Hombres;29;5;Adultez;6;25 a 29;1297
2010;32;Teusaquillo;Hombres;30;5;Adultez;7;30 a 34;1251
2010;32;Teusaquillo;Hombres;31;5;Adultez;7;30 a 34;1139
2010;32;Teusaquillo;Hombres;32;5;Adultez;7;30 a 34;1032
2010;32;Teusaquillo;Hombres;33;5;Adultez;7;30 a 34;1056
2010;32;Teusaquillo;Hombres;34;5;Adultez;7;30 a 34;974
2010;32;Teusaquillo;Hombres;35;5;Adultez;8;35 a 39;943
2010;32;Teusaquillo;Hombres;36;5;Adultez;8;35 a 39;922
2010;32;Teusaquillo;Hombres;37;5;Adultez;8;35 a 39;932
2010;32;Teusaquillo;Hombres;38;5;Adultez;8;35 a 39;912
2010;32;Teusaquillo;Hombres;39;5;Adultez;8;35 a 39;929
2010;32;Teusaquillo;Hombres;40;5;Adultez;9;40 a 44;942
2010;32;Teusaquillo;Hombres;41;5;Adultez;9;40 a 44;977
2010;32;Teusaquillo;Hombres;42;5;Adultez;9;40 a 44;949
2010;32;Teusaquillo;Hombres;43;5;Adultez;9;40 a 44;948
2010;32;Teusaquillo;Hombres;44;5;Adultez;9;40 a 44;955
2010;32;Teusaquillo;Hombres;45;5;Adultez;10;45 a 49;967
2010;32;Teusaquillo;Hombres;46;5;Adultez;10;45 a 49;888
2010;32;Teusaquillo;Hombres;47;5;Adultez;10;45 a 49;929
2010;32;Teusaquillo;Hombres;48;5;Adultez;10;45 a 49;889
2010;32;Teusaquillo;Hombres;49;5;Adultez;10;45 a 49;893
2010;32;Teusaquillo;Hombres;50;5;Adultez;11;50 a 54;906
2010;32;Teusaquillo;Hombres;51;5;Adultez;11;50 a 54;868
2010;32;Teusaquillo;Hombres;52;5;Adultez;11;50 a 54;825
2010;32;Teusaquillo;Hombres;53;5;Adultez;11;50 a 54;812
2010;32;Teusaquillo;Hombres;54;5;Adultez;11;50 a 54;775
2010;32;Teusaquillo;Hombres;55;5;Adultez;12;55 a 59;731
2010;32;Teusaquillo;Hombres;56;5;Adultez;12;55 a 59;712
2010;32;Teusaquillo;Hombres;57;5;Adultez;12;55 a 59;639
2010;32;Teusaquillo;Hombres;58;5;Adultez;12;55 a 59;645
2010;32;Teusaquillo;Hombres;59;5;Adultez;12;55 a 59;592
2010;32;Teusaquillo;Hombres;60;6;Vejez;13;60 a 64;563
2010;32;Teusaquillo;Hombres;61;6;Vejez;13;60 a 64;536
2010;32;Teusaquillo;Hombres;62;6;Vejez;13;60 a 64;551
2010;32;Teusaquillo;Hombres;63;6;Vejez;13;60 a 64;487
2010;32;Teusaquillo;Hombres;64;6;Vejez;13;60 a 64;469
2010;32;Teusaquillo;Hombres;65;6;Vejez;14;65 a 69;446
2010;32;Teusaquillo;Hombres;66;6;Vejez;14;65 a 69;463
2010;32;Teusaquillo;Hombres;67;6;Vejez;14;65 a 69;406
2010;32;Teusaquillo;Hombres;68;6;Vejez;14;65 a 69;378
2010;32;Teusaquillo;Hombres;69;6;Vejez;14;65 a 69;350
2010;32;Teusaquillo;Hombres;70;6;Vejez;15;70 a 74;304
2010;32;Teusaquillo;Hombres;71;6;Vejez;15;70 a 74;338
2010;32;Teusaquillo;Hombres;72;6;Vejez;15;70 a 74;256
2010;32;Teusaquillo;Hombres;73;6;Vejez;15;70 a 74;280
2010;32;Teusaquillo;Hombres;74;6;Vejez;15;70 a 74;251
2010;32;Teusaquillo;Hombres;75;6;Vejez;16;75 a 79;246
2010;32;Teusaquillo;Hombres;76;6;Vejez;16;75 a 79;233
2010;32;Teusaquillo;Hombres;77;6;Vejez;16;75 a 79;201
2010;32;Teusaquillo;Hombres;78;6;Vejez;16;75 a 79;175
2010;32;Teusaquillo;Hombres;79;6;Vejez;16;75 a 79;170
2010;32;Teusaquillo;Hombres;80;6;Vejez;17;80 a 84;169
2010;32;Teusaquillo;Hombres;81;6;Vejez;17;80 a 84;157
2010;32;Teusaquillo;Hombres;82;6;Vejez;17;80 a 84;138
2010;32;Teusaquillo;Hombres;83;6;Vejez;17;80 a 84;115
2010;32;Teusaquillo;Hombres;84;6;Vejez;17;80 a 84;116
2010;32;Teusaquillo;Hombres;85;6;Vejez;18;85 o más;613
2010;32;Teusaquillo;Mujeres;0;1;Primera Infancia;1;0 a 4;604
2010;32;Teusaquillo;Mujeres;1;1;Primera Infancia;1;0 a 4;604
2010;32;Teusaquillo;Mujeres;2;1;Primera Infancia;1;0 a 4;579
2010;32;Teusaquillo;Mujeres;3;1;Primera Infancia;1;0 a 4;613
2010;32;Teusaquillo;Mujeres;4;1;Primera Infancia;1;0 a 4;608
2010;32;Teusaquillo;Mujeres;5;1;Primera Infancia;2;5 a 9;660
2010;32;Teusaquillo;Mujeres;6;2;Infancia;2;5 a 9;619
2010;32;Teusaquillo;Mujeres;7;2;Infancia;2;5 a 9;647
2010;32;Teusaquillo;Mujeres;8;2;Infancia;2;5 a 9;668
2010;32;Teusaquillo;Mujeres;9;2;Infancia;2;5 a 9;688
2010;32;Teusaquillo;Mujeres;10;2;Infancia;3;10 a 14;690
2010;32;Teusaquillo;Mujeres;11;2;Infancia;3;10 a 14;735
2010;32;Teusaquillo;Mujeres;12;3;Adolescencia;3;10 a 14;837
2010;32;Teusaquillo;Mujeres;13;3;Adolescencia;3;10 a 14;771
2010;32;Teusaquillo;Mujeres;14;3;Adolescencia;3;10 a 14;855
2010;32;Teusaquillo;Mujeres;15;3;Adolescencia;4;15 a 19;844
2010;32;Teusaquillo;Mujeres;16;3;Adolescencia;4;15 a 19;935
2010;32;Teusaquillo;Mujeres;17;3;Adolescencia;4;15 a 19;1061
2010;32;Teusaquillo;Mujeres;18;4;Juventud;4;15 a 19;1161
2010;32;Teusaquillo;Mujeres;19;4;Juventud;4;15 a 19;1279
2010;32;Teusaquillo;Mujeres;20;4;Juventud;5;20 a 24;1261
2010;32;Teusaquillo;Mujeres;21;4;Juventud;5;20 a 24;1339
2010;32;Teusaquillo;Mujeres;22;4;Juventud;5;20 a 24;1387
2010;32;Teusaquillo;Mujeres;23;4;Juventud;5;20 a 24;1323
2010;32;Teusaquillo;Mujeres;24;4;Juventud;5;20 a 24;1375
2010;32;Teusaquillo;Mujeres;25;4;Juventud;6;25 a 29;1396
2010;32;Teusaquillo;Mujeres;26;4;Juventud;6;25 a 29;1432
2010;32;Teusaquillo;Mujeres;27;4;Juventud;6;25 a 29;1434
2010;32;Teusaquillo;Mujeres;28;4;Juventud;6;25 a 29;1466
2010;32;Teusaquillo;Mujeres;29;5;Adultez;6;25 a 29;1440
2010;32;Teusaquillo;Mujeres;30;5;Adultez;7;30 a 34;1314
2010;32;Teusaquillo;Mujeres;31;5;Adultez;7;30 a 34;1321
2010;32;Teusaquillo;Mujeres;32;5;Adultez;7;30 a 34;1245
2010;32;Teusaquillo;Mujeres;33;5;Adultez;7;30 a 34;1193
2010;32;Teusaquillo;Mujeres;34;5;Adultez;7;30 a 34;1119
2010;32;Teusaquillo;Mujeres;35;5;Adultez;8;35 a 39;1092
2010;32;Teusaquillo;Mujeres;36;5;Adultez;8;35 a 39;1096
2010;32;Teusaquillo;Mujeres;37;5;Adultez;8;35 a 39;1038
2010;32;Teusaquillo;Mujeres;38;5;Adultez;8;35 a 39;1070
2010;32;Teusaquillo;Mujeres;39;5;Adultez;8;35 a 39;1049
2010;32;Teusaquillo;Mujeres;40;5;Adultez;9;40 a 44;1134
2010;32;Teusaquillo;Mujeres;41;5;Adultez;9;40 a 44;1107
2010;32;Teusaquillo;Mujeres;42;5;Adultez;9;40 a 44;1175
2010;32;Teusaquillo;Mujeres;43;5;Adultez;9;40 a 44;1148
2010;32;Teusaquillo;Mujeres;44;5;Adultez;9;40 a 44;1181
2010;32;Teusaquillo;Mujeres;45;5;Adultez;10;45 a 49;1197
2010;32;Teusaquillo;Mujeres;46;5;Adultez;10;45 a 49;1186
2010;32;Teusaquillo;Mujeres;47;5;Adultez;10;45 a 49;1192
2010;32;Teusaquillo;Mujeres;48;5;Adultez;10;45 a 49;1230
2010;32;Teusaquillo;Mujeres;49;5;Adultez;10;45 a 49;1206
2010;32;Teusaquillo;Mujeres;50;5;Adultez;11;50 a 54;1189
2010;32;Teusaquillo;Mujeres;51;5;Adultez;11;50 a 54;1174
2010;32;Teusaquillo;Mujeres;52;5;Adultez;11;50 a 54;1093
2010;32;Teusaquillo;Mujeres;53;5;Adultez;11;50 a 54;1138
2010;32;Teusaquillo;Mujeres;54;5;Adultez;11;50 a 54;1043
2010;32;Teusaquillo;Mujeres;55;5;Adultez;12;55 a 59;1049
2010;32;Teusaquillo;Mujeres;56;5;Adultez;12;55 a 59;1031
2010;32;Teusaquillo;Mujeres;57;5;Adultez;12;55 a 59;963
2010;32;Teusaquillo;Mujeres;58;5;Adultez;12;55 a 59;960
2010;32;Teusaquillo;Mujeres;59;5;Adultez;12;55 a 59;858
2010;32;Teusaquillo;Mujeres;60;6;Vejez;13;60 a 64;827
2010;32;Teusaquillo;Mujeres;61;6;Vejez;13;60 a 64;776
2010;32;Teusaquillo;Mujeres;62;6;Vejez;13;60 a 64;764
2010;32;Teusaquillo;Mujeres;63;6;Vejez;13;60 a 64;678
2010;32;Teusaquillo;Mujeres;64;6;Vejez;13;60 a 64;647
2010;32;Teusaquillo;Mujeres;65;6;Vejez;14;65 a 69;655
2010;32;Teusaquillo;Mujeres;66;6;Vejez;14;65 a 69;610
2010;32;Teusaquillo;Mujeres;67;6;Vejez;14;65 a 69;579
2010;32;Teusaquillo;Mujeres;68;6;Vejez;14;65 a 69;536
2010;32;Teusaquillo;Mujeres;69;6;Vejez;14;65 a 69;523
2010;32;Teusaquillo;Mujeres;70;6;Vejez;15;70 a 74;495
2010;32;Teusaquillo;Mujeres;71;6;Vejez;15;70 a 74;488
2010;32;Teusaquillo;Mujeres;72;6;Vejez;15;70 a 74;409
2010;32;Teusaquillo;Mujeres;73;6;Vejez;15;70 a 74;413
2010;32;Teusaquillo;Mujeres;74;6;Vejez;15;70 a 74;362
2010;32;Teusaquillo;Mujeres;75;6;Vejez;16;75 a 79;349
2010;32;Teusaquillo;Mujeres;76;6;Vejez;16;75 a 79;339
2010;32;Teusaquillo;Mujeres;77;6;Vejez;16;75 a 79;329
2010;32;Teusaquillo;Mujeres;78;6;Vejez;16;75 a 79;321
2010;32;Teusaquillo;Mujeres;79;6;Vejez;16;75 a 79;281
2010;32;Teusaquillo;Mujeres;80;6;Vejez;17;80 a 84;254
2010;32;Teusaquillo;Mujeres;81;6;Vejez;17;80 a 84;250
2010;32;Teusaquillo;Mujeres;82;6;Vejez;17;80 a 84;244
2010;32;Teusaquillo;Mujeres;83;6;Vejez;17;80 a 84;216
2010;32;Teusaquillo;Mujeres;84;6;Vejez;17;80 a 84;179
2010;32;Teusaquillo;Mujeres;85;6;Vejez;18;85 o más;1284
2010;33;Barrios Unidos;Hombres;0;1;Primera Infancia;1;0 a 4;963
2010;33;Barrios Unidos;Hombres;1;1;Primera Infancia;1;0 a 4;960
2010;33;Barrios Unidos;Hombres;2;1;Primera Infancia;1;0 a 4;880
2010;33;Barrios Unidos;Hombres;3;1;Primera Infancia;1;0 a 4;922
2010;33;Barrios Unidos;Hombres;4;1;Primera Infancia;1;0 a 4;928
2010;33;Barrios Unidos;Hombres;5;1;Primera Infancia;2;5 a 9;948
2010;33;Barrios Unidos;Hombres;6;2;Infancia;2;5 a 9;1097
2010;33;Barrios Unidos;Hombres;7;2;Infancia;2;5 a 9;996
2010;33;Barrios Unidos;Hombres;8;2;Infancia;2;5 a 9;960
2010;33;Barrios Unidos;Hombres;9;2;Infancia;2;5 a 9;991
2010;33;Barrios Unidos;Hombres;10;2;Infancia;3;10 a 14;1106
2010;33;Barrios Unidos;Hombres;11;2;Infancia;3;10 a 14;1083
2010;33;Barrios Unidos;Hombres;12;3;Adolescencia;3;10 a 14;1025
2010;33;Barrios Unidos;Hombres;13;3;Adolescencia;3;10 a 14;1183
2010;33;Barrios Unidos;Hombres;14;3;Adolescencia;3;10 a 14;1215
2010;33;Barrios Unidos;Hombres;15;3;Adolescencia;4;15 a 19;1152
2010;33;Barrios Unidos;Hombres;16;3;Adolescencia;4;15 a 19;1178
2010;33;Barrios Unidos;Hombres;17;3;Adolescencia;4;15 a 19;1170
2010;33;Barrios Unidos;Hombres;18;4;Juventud;4;15 a 19;1432
2010;33;Barrios Unidos;Hombres;19;4;Juventud;4;15 a 19;1429
2010;33;Barrios Unidos;Hombres;20;4;Juventud;5;20 a 24;1465
2010;33;Barrios Unidos;Hombres;21;4;Juventud;5;20 a 24;1438
2010;33;Barrios Unidos;Hombres;22;4;Juventud;5;20 a 24;1434
2010;33;Barrios Unidos;Hombres;23;4;Juventud;5;20 a 24;1514
2010;33;Barrios Unidos;Hombres;24;4;Juventud;5;20 a 24;1306
2010;33;Barrios Unidos;Hombres;25;4;Juventud;6;25 a 29;1511
2010;33;Barrios Unidos;Hombres;26;4;Juventud;6;25 a 29;1514
2010;33;Barrios Unidos;Hombres;27;4;Juventud;6;25 a 29;1366
2010;33;Barrios Unidos;Hombres;28;4;Juventud;6;25 a 29;1356
2010;33;Barrios Unidos;Hombres;29;5;Adultez;6;25 a 29;1420
2010;33;Barrios Unidos;Hombres;30;5;Adultez;7;30 a 34;1363
2010;33;Barrios Unidos;Hombres;31;5;Adultez;7;30 a 34;1384
2010;33;Barrios Unidos;Hombres;32;5;Adultez;7;30 a 34;1181
2010;33;Barrios Unidos;Hombres;33;5;Adultez;7;30 a 34;1183
2010;33;Barrios Unidos;Hombres;34;5;Adultez;7;30 a 34;1151
2010;33;Barrios Unidos;Hombres;35;5;Adultez;8;35 a 39;1131
2010;33;Barrios Unidos;Hombres;36;5;Adultez;8;35 a 39;963
2010;33;Barrios Unidos;Hombres;37;5;Adultez;8;35 a 39;1126
2010;33;Barrios Unidos;Hombres;38;5;Adultez;8;35 a 39;1087
2010;33;Barrios Unidos;Hombres;39;5;Adultez;8;35 a 39;1025
2010;33;Barrios Unidos;Hombres;40;5;Adultez;9;40 a 44;942
2010;33;Barrios Unidos;Hombres;41;5;Adultez;9;40 a 44;1130
2010;33;Barrios Unidos;Hombres;42;5;Adultez;9;40 a 44;1009
2010;33;Barrios Unidos;Hombres;43;5;Adultez;9;40 a 44;1044
2010;33;Barrios Unidos;Hombres;44;5;Adultez;9;40 a 44;1279
2010;33;Barrios Unidos;Hombres;45;5;Adultez;10;45 a 49;1125
2010;33;Barrios Unidos;Hombres;46;5;Adultez;10;45 a 49;1230
2010;33;Barrios Unidos;Hombres;47;5;Adultez;10;45 a 49;1063
2010;33;Barrios Unidos;Hombres;48;5;Adultez;10;45 a 49;1137
2010;33;Barrios Unidos;Hombres;49;5;Adultez;10;45 a 49;1040
2010;33;Barrios Unidos;Hombres;50;5;Adultez;11;50 a 54;1017
2010;33;Barrios Unidos;Hombres;51;5;Adultez;11;50 a 54;934
2010;33;Barrios Unidos;Hombres;52;5;Adultez;11;50 a 54;925
2010;33;Barrios Unidos;Hombres;53;5;Adultez;11;50 a 54;897
2010;33;Barrios Unidos;Hombres;54;5;Adultez;11;50 a 54;904
2010;33;Barrios Unidos;Hombres;55;5;Adultez;12;55 a 59;999
2010;33;Barrios Unidos;Hombres;56;5;Adultez;12;55 a 59;820
2010;33;Barrios Unidos;Hombres;57;5;Adultez;12;55 a 59;895
2010;33;Barrios Unidos;Hombres;58;5;Adultez;12;55 a 59;773
2010;33;Barrios Unidos;Hombres;59;5;Adultez;12;55 a 59;749
2010;33;Barrios Unidos;Hombres;60;6;Vejez;13;60 a 64;798
2010;33;Barrios Unidos;Hombres;61;6;Vejez;13;60 a 64;726
2010;33;Barrios Unidos;Hombres;62;6;Vejez;13;60 a 64;688
2010;33;Barrios Unidos;Hombres;63;6;Vejez;13;60 a 64;667
2010;33;Barrios Unidos;Hombres;64;6;Vejez;13;60 a 64;468
2010;33;Barrios Unidos;Hombres;65;6;Vejez;14;65 a 69;496
2010;33;Barrios Unidos;Hombres;66;6;Vejez;14;65 a 69;409
2010;33;Barrios Unidos;Hombres;67;6;Vejez;14;65 a 69;507
2010;33;Barrios Unidos;Hombres;68;6;Vejez;14;65 a 69;407
2010;33;Barrios Unidos;Hombres;69;6;Vejez;14;65 a 69;390
2010;33;Barrios Unidos;Hombres;70;6;Vejez;15;70 a 74;313
2010;33;Barrios Unidos;Hombres;71;6;Vejez;15;70 a 74;323
2010;33;Barrios Unidos;Hombres;72;6;Vejez;15;70 a 74;318
2010;33;Barrios Unidos;Hombres;73;6;Vejez;15;70 a 74;286
2010;33;Barrios Unidos;Hombres;74;6;Vejez;15;70 a 74;229
2010;33;Barrios Unidos;Hombres;75;6;Vejez;16;75 a 79;235
2010;33;Barrios Unidos;Hombres;76;6;Vejez;16;75 a 79;298
2010;33;Barrios Unidos;Hombres;77;6;Vejez;16;75 a 79;225
2010;33;Barrios Unidos;Hombres;78;6;Vejez;16;75 a 79;196
2010;33;Barrios Unidos;Hombres;79;6;Vejez;16;75 a 79;233
2010;33;Barrios Unidos;Hombres;80;6;Vejez;17;80 a 84;221
2010;33;Barrios Unidos;Hombres;81;6;Vejez;17;80 a 84;191
2010;33;Barrios Unidos;Hombres;82;6;Vejez;17;80 a 84;149
2010;33;Barrios Unidos;Hombres;83;6;Vejez;17;80 a 84;131
2010;33;Barrios Unidos;Hombres;84;6;Vejez;17;80 a 84;145
2010;33;Barrios Unidos;Hombres;85;6;Vejez;18;85 o más;922
2010;33;Barrios Unidos;Mujeres;0;1;Primera Infancia;1;0 a 4;931
2010;33;Barrios Unidos;Mujeres;1;1;Primera Infancia;1;0 a 4;938
2010;33;Barrios Unidos;Mujeres;2;1;Primera Infancia;1;0 a 4;873
2010;33;Barrios Unidos;Mujeres;3;1;Primera Infancia;1;0 a 4;886
2010;33;Barrios Unidos;Mujeres;4;1;Primera Infancia;1;0 a 4;883
2010;33;Barrios Unidos;Mujeres;5;1;Primera Infancia;2;5 a 9;931
2010;33;Barrios Unidos;Mujeres;6;2;Infancia;2;5 a 9;1000
2010;33;Barrios Unidos;Mujeres;7;2;Infancia;2;5 a 9;1023
2010;33;Barrios Unidos;Mujeres;8;2;Infancia;2;5 a 9;901
2010;33;Barrios Unidos;Mujeres;9;2;Infancia;2;5 a 9;972
2010;33;Barrios Unidos;Mujeres;10;2;Infancia;3;10 a 14;1081
2010;33;Barrios Unidos;Mujeres;11;2;Infancia;3;10 a 14;1106
2010;33;Barrios Unidos;Mujeres;12;3;Adolescencia;3;10 a 14;958
2010;33;Barrios Unidos;Mujeres;13;3;Adolescencia;3;10 a 14;1156
2010;33;Barrios Unidos;Mujeres;14;3;Adolescencia;3;10 a 14;1199
2010;33;Barrios Unidos;Mujeres;15;3;Adolescencia;4;15 a 19;1066
2010;33;Barrios Unidos;Mujeres;16;3;Adolescencia;4;15 a 19;1146
2010;33;Barrios Unidos;Mujeres;17;3;Adolescencia;4;15 a 19;1134
2010;33;Barrios Unidos;Mujeres;18;4;Juventud;4;15 a 19;1266
2010;33;Barrios Unidos;Mujeres;19;4;Juventud;4;15 a 19;1274
2010;33;Barrios Unidos;Mujeres;20;4;Juventud;5;20 a 24;1354
2010;33;Barrios Unidos;Mujeres;21;4;Juventud;5;20 a 24;1358
2010;33;Barrios Unidos;Mujeres;22;4;Juventud;5;20 a 24;1410
2010;33;Barrios Unidos;Mujeres;23;4;Juventud;5;20 a 24;1468
2010;33;Barrios Unidos;Mujeres;24;4;Juventud;5;20 a 24;1406
2010;33;Barrios Unidos;Mujeres;25;4;Juventud;6;25 a 29;1511
2010;33;Barrios Unidos;Mujeres;26;4;Juventud;6;25 a 29;1485
2010;33;Barrios Unidos;Mujeres;27;4;Juventud;6;25 a 29;1477
2010;33;Barrios Unidos;Mujeres;28;4;Juventud;6;25 a 29;1423
2010;33;Barrios Unidos;Mujeres;29;5;Adultez;6;25 a 29;1341
2010;33;Barrios Unidos;Mujeres;30;5;Adultez;7;30 a 34;1376
2010;33;Barrios Unidos;Mujeres;31;5;Adultez;7;30 a 34;1487
2010;33;Barrios Unidos;Mujeres;32;5;Adultez;7;30 a 34;1286
2010;33;Barrios Unidos;Mujeres;33;5;Adultez;7;30 a 34;1216
2010;33;Barrios Unidos;Mujeres;34;5;Adultez;7;30 a 34;1132
2010;33;Barrios Unidos;Mujeres;35;5;Adultez;8;35 a 39;1174
2010;33;Barrios Unidos;Mujeres;36;5;Adultez;8;35 a 39;1053
2010;33;Barrios Unidos;Mujeres;37;5;Adultez;8;35 a 39;1121
2010;33;Barrios Unidos;Mujeres;38;5;Adultez;8;35 a 39;1181
2010;33;Barrios Unidos;Mujeres;39;5;Adultez;8;35 a 39;1165
2010;33;Barrios Unidos;Mujeres;40;5;Adultez;9;40 a 44;1062
2010;33;Barrios Unidos;Mujeres;41;5;Adultez;9;40 a 44;1243
2010;33;Barrios Unidos;Mujeres;42;5;Adultez;9;40 a 44;1148
2010;33;Barrios Unidos;Mujeres;43;5;Adultez;9;40 a 44;1351
2010;33;Barrios Unidos;Mujeres;44;5;Adultez;9;40 a 44;1425
2010;33;Barrios Unidos;Mujeres;45;5;Adultez;10;45 a 49;1196
2010;33;Barrios Unidos;Mujeres;46;5;Adultez;10;45 a 49;1338
2010;33;Barrios Unidos;Mujeres;47;5;Adultez;10;45 a 49;1287
2010;33;Barrios Unidos;Mujeres;48;5;Adultez;10;45 a 49;1245
2010;33;Barrios Unidos;Mujeres;49;5;Adultez;10;45 a 49;1306
2010;33;Barrios Unidos;Mujeres;50;5;Adultez;11;50 a 54;1236
2010;33;Barrios Unidos;Mujeres;51;5;Adultez;11;50 a 54;1146
2010;33;Barrios Unidos;Mujeres;52;5;Adultez;11;50 a 54;1123
2010;33;Barrios Unidos;Mujeres;53;5;Adultez;11;50 a 54;1186
2010;33;Barrios Unidos;Mujeres;54;5;Adultez;11;50 a 54;1143
2010;33;Barrios Unidos;Mujeres;55;5;Adultez;12;55 a 59;1153
2010;33;Barrios Unidos;Mujeres;56;5;Adultez;12;55 a 59;1109
2010;33;Barrios Unidos;Mujeres;57;5;Adultez;12;55 a 59;1040
2010;33;Barrios Unidos;Mujeres;58;5;Adultez;12;55 a 59;1041
2010;33;Barrios Unidos;Mujeres;59;5;Adultez;12;55 a 59;1029
2010;33;Barrios Unidos;Mujeres;60;6;Vejez;13;60 a 64;1035
2010;33;Barrios Unidos;Mujeres;61;6;Vejez;13;60 a 64;916
2010;33;Barrios Unidos;Mujeres;62;6;Vejez;13;60 a 64;915
2010;33;Barrios Unidos;Mujeres;63;6;Vejez;13;60 a 64;844
2010;33;Barrios Unidos;Mujeres;64;6;Vejez;13;60 a 64;598
2010;33;Barrios Unidos;Mujeres;65;6;Vejez;14;65 a 69;574
2010;33;Barrios Unidos;Mujeres;66;6;Vejez;14;65 a 69;578
2010;33;Barrios Unidos;Mujeres;67;6;Vejez;14;65 a 69;572
2010;33;Barrios Unidos;Mujeres;68;6;Vejez;14;65 a 69;570
2010;33;Barrios Unidos;Mujeres;69;6;Vejez;14;65 a 69;456
2010;33;Barrios Unidos;Mujeres;70;6;Vejez;15;70 a 74;458
2010;33;Barrios Unidos;Mujeres;71;6;Vejez;15;70 a 74;478
2010;33;Barrios Unidos;Mujeres;72;6;Vejez;15;70 a 74;475
2010;33;Barrios Unidos;Mujeres;73;6;Vejez;15;70 a 74;381
2010;33;Barrios Unidos;Mujeres;74;6;Vejez;15;70 a 74;320
2010;33;Barrios Unidos;Mujeres;75;6;Vejez;16;75 a 79;344
2010;33;Barrios Unidos;Mujeres;76;6;Vejez;16;75 a 79;392
2010;33;Barrios Unidos;Mujeres;77;6;Vejez;16;75 a 79;364
2010;33;Barrios Unidos;Mujeres;78;6;Vejez;16;75 a 79;345
2010;33;Barrios Unidos;Mujeres;79;6;Vejez;16;75 a 79;329
2010;33;Barrios Unidos;Mujeres;80;6;Vejez;17;80 a 84;270
2010;33;Barrios Unidos;Mujeres;81;6;Vejez;17;80 a 84;308
2010;33;Barrios Unidos;Mujeres;82;6;Vejez;17;80 a 84;245
2010;33;Barrios Unidos;Mujeres;83;6;Vejez;17;80 a 84;216
2010;33;Barrios Unidos;Mujeres;84;6;Vejez;17;80 a 84;187
2010;33;Barrios Unidos;Mujeres;85;6;Vejez;18;85 o más;1377
2011;1;Sumapáz;Hombres;0;1;Primera Infancia;1;0 a 4;38
2011;1;Sumapáz;Hombres;1;1;Primera Infancia;1;0 a 4;47
2011;1;Sumapáz;Hombres;2;1;Primera Infancia;1;0 a 4;51
2011;1;Sumapáz;Hombres;3;1;Primera Infancia;1;0 a 4;42
2011;1;Sumapáz;Hombres;4;1;Primera Infancia;1;0 a 4;36
2011;1;Sumapáz;Hombres;5;1;Primera Infancia;2;5 a 9;42
2011;1;Sumapáz;Hombres;6;2;Infancia;2;5 a 9;42
2011;1;Sumapáz;Hombres;7;2;Infancia;2;5 a 9;33
2011;1;Sumapáz;Hombres;8;2;Infancia;2;5 a 9;46
2011;1;Sumapáz;Hombres;9;2;Infancia;2;5 a 9;51
2011;1;Sumapáz;Hombres;10;2;Infancia;3;10 a 14;44
2011;1;Sumapáz;Hombres;11;2;Infancia;3;10 a 14;39
2011;1;Sumapáz;Hombres;12;3;Adolescencia;3;10 a 14;48
2011;1;Sumapáz;Hombres;13;3;Adolescencia;3;10 a 14;54
2011;1;Sumapáz;Hombres;14;3;Adolescencia;3;10 a 14;43
2011;1;Sumapáz;Hombres;15;3;Adolescencia;4;15 a 19;47
2011;1;Sumapáz;Hombres;16;3;Adolescencia;4;15 a 19;39
2011;1;Sumapáz;Hombres;17;3;Adolescencia;4;15 a 19;45
2011;1;Sumapáz;Hombres;18;4;Juventud;4;15 a 19;33
2011;1;Sumapáz;Hombres;19;4;Juventud;4;15 a 19;36
2011;1;Sumapáz;Hombres;20;4;Juventud;5;20 a 24;34
2011;1;Sumapáz;Hombres;21;4;Juventud;5;20 a 24;26
2011;1;Sumapáz;Hombres;22;4;Juventud;5;20 a 24;22
2011;1;Sumapáz;Hombres;23;4;Juventud;5;20 a 24;22
2011;1;Sumapáz;Hombres;24;4;Juventud;5;20 a 24;25
2011;1;Sumapáz;Hombres;25;4;Juventud;6;25 a 29;26
2011;1;Sumapáz;Hombres;26;4;Juventud;6;25 a 29;32
2011;1;Sumapáz;Hombres;27;4;Juventud;6;25 a 29;24
2011;1;Sumapáz;Hombres;28;4;Juventud;6;25 a 29;31
2011;1;Sumapáz;Hombres;29;5;Adultez;6;25 a 29;28
2011;1;Sumapáz;Hombres;30;5;Adultez;7;30 a 34;19
2011;1;Sumapáz;Hombres;31;5;Adultez;7;30 a 34;23
2011;1;Sumapáz;Hombres;32;5;Adultez;7;30 a 34;23
2011;1;Sumapáz;Hombres;33;5;Adultez;7;30 a 34;21
2011;1;Sumapáz;Hombres;34;5;Adultez;7;30 a 34;24
2011;1;Sumapáz;Hombres;35;5;Adultez;8;35 a 39;29
2011;1;Sumapáz;Hombres;36;5;Adultez;8;35 a 39;23
2011;1;Sumapáz;Hombres;37;5;Adultez;8;35 a 39;24
2011;1;Sumapáz;Hombres;38;5;Adultez;8;35 a 39;23
2011;1;Sumapáz;Hombres;39;5;Adultez;8;35 a 39;20
2011;1;Sumapáz;Hombres;40;5;Adultez;9;40 a 44;27
