ANO;CODIGO_LOCALIDAD;NOMBRE_LOCALIDAD;SEXO;EDAD;CURSODEVIDA;GRUPOEDAD;POBLACION
2006;18;Rafael Uribe Uribe;Mujeres;86;Vejez;60 o más;160
2006;18;Rafael Uribe Uribe;Mujeres;87;Vejez;60 o más;128
2006;18;Rafael Uribe Uribe;Mujeres;88;Vejez;60 o más;110
2006;18;Rafael Uribe Uribe;Mujeres;89;Vejez;60 o más;76
2006;18;Rafael Uribe Uribe;Mujeres;90;Vejez;60 o más;73
2006;18;Rafael Uribe Uribe;Mujeres;91;Vejez;60 o más;54
2006;18;Rafael Uribe Uribe;Mujeres;92;Vejez;60 o más;49
2006;18;Rafael Uribe Uribe;Mujeres;93;Vejez;60 o más;34
2006;18;Rafael Uribe Uribe;Mujeres;94;Vejez;60 o más;24
2006;18;Rafael Uribe Uribe;Mujeres;95;Vejez;60 o más;15
2006;18;Rafael Uribe Uribe;Mujeres;96;Vejez;60 o más;17
2006;18;Rafael Uribe Uribe;Mujeres;97;Vejez;60 o más;18
2006;18;Rafael Uribe Uribe;Mujeres;98;Vejez;60 o más;22
2006;18;Rafael Uribe Uribe;Mujeres;99;Vejez;60 o más;5
2006;18;Rafael Uribe Uribe;Mujeres;100;Vejez;60 o más;33
2006;19;Ciudad Bolívar;Mujeres;60;Vejez;60 o más;1337
2006;19;Ciudad Bolívar;Mujeres;61;Vejez;60 o más;1324
2006;19;Ciudad Bolívar;Mujeres;62;Vejez;60 o más;1104
2006;19;Ciudad Bolívar;Mujeres;63;Vejez;60 o más;1107
2006;19;Ciudad Bolívar;Mujeres;64;Vejez;60 o más;979
2006;19;Ciudad Bolívar;Mujeres;65;Vejez;60 o más;971
2006;19;Ciudad Bolívar;Mujeres;66;Vejez;60 o más;799
2006;19;Ciudad Bolívar;Mujeres;67;Vejez;60 o más;722
2006;19;Ciudad Bolívar;Mujeres;68;Vejez;60 o más;734
2006;19;Ciudad Bolívar;Mujeres;69;Vejez;60 o más;621
2006;19;Ciudad Bolívar;Mujeres;70;Vejez;60 o más;617
2006;19;Ciudad Bolívar;Mujeres;71;Vejez;60 o más;518
2006;19;Ciudad Bolívar;Mujeres;72;Vejez;60 o más;509
2006;19;Ciudad Bolívar;Mujeres;73;Vejez;60 o más;538
2006;19;Ciudad Bolívar;Mujeres;74;Vejez;60 o más;474
2006;19;Ciudad Bolívar;Mujeres;75;Vejez;60 o más;400
2006;19;Ciudad Bolívar;Mujeres;76;Vejez;60 o más;361
2006;19;Ciudad Bolívar;Mujeres;77;Vejez;60 o más;320
2006;19;Ciudad Bolívar;Mujeres;78;Vejez;60 o más;325
2006;19;Ciudad Bolívar;Mujeres;79;Vejez;60 o más;280
2006;19;Ciudad Bolívar;Mujeres;80;Vejez;60 o más;248
2006;19;Ciudad Bolívar;Mujeres;81;Vejez;60 o más;240
2006;19;Ciudad Bolívar;Mujeres;82;Vejez;60 o más;191
2006;19;Ciudad Bolívar;Mujeres;83;Vejez;60 o más;189
2006;19;Ciudad Bolívar;Mujeres;84;Vejez;60 o más;161
2006;19;Ciudad Bolívar;Mujeres;85;Vejez;60 o más;131
2006;19;Ciudad Bolívar;Mujeres;86;Vejez;60 o más;110
2006;19;Ciudad Bolívar;Mujeres;87;Vejez;60 o más;93
2006;19;Ciudad Bolívar;Mujeres;88;Vejez;60 o más;72
2006;19;Ciudad Bolívar;Mujeres;89;Vejez;60 o más;49
2006;19;Ciudad Bolívar;Mujeres;90;Vejez;60 o más;39
2006;19;Ciudad Bolívar;Mujeres;91;Vejez;60 o más;25
2006;19;Ciudad Bolívar;Mujeres;92;Vejez;60 o más;33
2006;19;Ciudad Bolívar;Mujeres;93;Vejez;60 o más;21
2006;19;Ciudad Bolívar;Mujeres;94;Vejez;60 o más;25
2006;19;Ciudad Bolívar;Mujeres;95;Vejez;60 o más;11
2006;19;Ciudad Bolívar;Mujeres;96;Vejez;60 o más;12
2006;19;Ciudad Bolívar;Mujeres;97;Vejez;60 o más;8
2006;19;Ciudad Bolívar;Mujeres;98;Vejez;60 o más;8
2006;19;Ciudad Bolívar;Mujeres;99;Vejez;60 o más;3
2006;19;Ciudad Bolívar;Mujeres;100;Vejez;60 o más;5
2006;20;Sumapaz;Mujeres;60;Vejez;60 o más;10
2006;20;Sumapaz;Mujeres;61;Vejez;60 o más;16
2006;20;Sumapaz;Mujeres;62;Vejez;60 o más;11
2006;20;Sumapaz;Mujeres;63;Vejez;60 o más;13
2006;20;Sumapaz;Mujeres;64;Vejez;60 o más;8
2006;20;Sumapaz;Mujeres;65;Vejez;60 o más;7
2006;20;Sumapaz;Mujeres;66;Vejez;60 o más;7
2006;20;Sumapaz;Mujeres;67;Vejez;60 o más;9
2006;20;Sumapaz;Mujeres;68;Vejez;60 o más;6
2006;20;Sumapaz;Mujeres;69;Vejez;60 o más;7
2006;20;Sumapaz;Mujeres;70;Vejez;60 o más;8
2006;20;Sumapaz;Mujeres;71;Vejez;60 o más;8
2006;20;Sumapaz;Mujeres;72;Vejez;60 o más;6
2006;20;Sumapaz;Mujeres;73;Vejez;60 o más;6
2006;20;Sumapaz;Mujeres;74;Vejez;60 o más;3
2006;20;Sumapaz;Mujeres;75;Vejez;60 o más;6
2006;20;Sumapaz;Mujeres;76;Vejez;60 o más;3
2006;20;Sumapaz;Mujeres;77;Vejez;60 o más;4
2006;20;Sumapaz;Mujeres;78;Vejez;60 o más;3
2006;20;Sumapaz;Mujeres;79;Vejez;60 o más;2
2006;20;Sumapaz;Mujeres;80;Vejez;60 o más;2
2006;20;Sumapaz;Mujeres;81;Vejez;60 o más;4
2006;20;Sumapaz;Mujeres;82;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;83;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;84;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;85;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;86;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;87;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;88;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;89;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;90;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;91;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;92;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;93;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;94;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;95;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;96;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;97;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;98;Vejez;60 o más;0
2006;20;Sumapaz;Mujeres;99;Vejez;60 o más;1
2006;20;Sumapaz;Mujeres;100;Vejez;60 o más;1
2007;0;Bogotá;Hombres;6;Infancia;00 a 11;61909
2007;0;Bogotá;Hombres;7;Infancia;00 a 11;63954
2007;0;Bogotá;Hombres;8;Infancia;00 a 11;66196
2007;0;Bogotá;Hombres;9;Infancia;00 a 11;67993
2007;0;Bogotá;Hombres;10;Infancia;00 a 11;69671
2007;0;Bogotá;Hombres;11;Infancia;00 a 11;70342
2007;1;Usaquén;Hombres;6;Infancia;00 a 11;3211
2007;1;Usaquén;Hombres;7;Infancia;00 a 11;3409
2007;1;Usaquén;Hombres;8;Infancia;00 a 11;3568
2007;1;Usaquén;Hombres;9;Infancia;00 a 11;3519
2007;1;Usaquén;Hombres;10;Infancia;00 a 11;3761
2007;1;Usaquén;Hombres;11;Infancia;00 a 11;3652
2007;2;Chapinero;Hombres;6;Infancia;00 a 11;614
2007;2;Chapinero;Hombres;7;Infancia;00 a 11;725
2007;2;Chapinero;Hombres;8;Infancia;00 a 11;747
2007;2;Chapinero;Hombres;9;Infancia;00 a 11;738
2007;2;Chapinero;Hombres;10;Infancia;00 a 11;746
2007;2;Chapinero;Hombres;11;Infancia;00 a 11;762
2007;3;Santa Fe;Hombres;6;Infancia;00 a 11;853
2007;3;Santa Fe;Hombres;7;Infancia;00 a 11;920
2007;3;Santa Fe;Hombres;8;Infancia;00 a 11;924
2007;3;Santa Fe;Hombres;9;Infancia;00 a 11;910
2007;3;Santa Fe;Hombres;10;Infancia;00 a 11;989
2007;3;Santa Fe;Hombres;11;Infancia;00 a 11;993
2007;4;San Cristóbal;Hombres;6;Infancia;00 a 11;3923
2007;4;San Cristóbal;Hombres;7;Infancia;00 a 11;4108
2007;4;San Cristóbal;Hombres;8;Infancia;00 a 11;4206
2007;4;San Cristóbal;Hombres;9;Infancia;00 a 11;4339
2007;4;San Cristóbal;Hombres;10;Infancia;00 a 11;4667
2007;4;San Cristóbal;Hombres;11;Infancia;00 a 11;4487
2007;5;Usme;Hombres;6;Infancia;00 a 11;3547
2007;5;Usme;Hombres;7;Infancia;00 a 11;3691
2007;5;Usme;Hombres;8;Infancia;00 a 11;3734
2007;5;Usme;Hombres;9;Infancia;00 a 11;3941
2007;5;Usme;Hombres;10;Infancia;00 a 11;4097
2007;5;Usme;Hombres;11;Infancia;00 a 11;4011
2007;6;Tunjuelito;Hombres;6;Infancia;00 a 11;1651
2007;6;Tunjuelito;Hombres;7;Infancia;00 a 11;1636
2007;6;Tunjuelito;Hombres;8;Infancia;00 a 11;1752
2007;6;Tunjuelito;Hombres;9;Infancia;00 a 11;1848
2007;6;Tunjuelito;Hombres;10;Infancia;00 a 11;1827
2007;6;Tunjuelito;Hombres;11;Infancia;00 a 11;1866
2007;7;Bosa;Hombres;6;Infancia;00 a 11;6135
2007;7;Bosa;Hombres;7;Infancia;00 a 11;6092
2007;7;Bosa;Hombres;8;Infancia;00 a 11;6453
2007;7;Bosa;Hombres;9;Infancia;00 a 11;6673
2007;7;Bosa;Hombres;10;Infancia;00 a 11;6505
2007;7;Bosa;Hombres;11;Infancia;00 a 11;6740
2007;8;Kennedy;Hombres;6;Infancia;00 a 11;8710
2007;8;Kennedy;Hombres;7;Infancia;00 a 11;9105
2007;8;Kennedy;Hombres;8;Infancia;00 a 11;9602
2007;8;Kennedy;Hombres;9;Infancia;00 a 11;9680
2007;8;Kennedy;Hombres;10;Infancia;00 a 11;9794
2007;8;Kennedy;Hombres;11;Infancia;00 a 11;10102
2007;9;Fontibón;Hombres;6;Infancia;00 a 11;2602
2007;9;Fontibón;Hombres;7;Infancia;00 a 11;2751
2007;9;Fontibón;Hombres;8;Infancia;00 a 11;2869
2007;9;Fontibón;Hombres;9;Infancia;00 a 11;3003
2007;9;Fontibón;Hombres;10;Infancia;00 a 11;3012
2007;9;Fontibón;Hombres;11;Infancia;00 a 11;3053
2007;10;Engativá;Hombres;6;Infancia;00 a 11;6534
2007;10;Engativá;Hombres;7;Infancia;00 a 11;6534
2007;10;Engativá;Hombres;8;Infancia;00 a 11;6908
2007;10;Engativá;Hombres;9;Infancia;00 a 11;7066
2007;10;Engativá;Hombres;10;Infancia;00 a 11;7194
2007;10;Engativá;Hombres;11;Infancia;00 a 11;7366
2007;11;Suba;Hombres;6;Infancia;00 a 11;8540
2007;11;Suba;Hombres;7;Infancia;00 a 11;8950
2007;11;Suba;Hombres;8;Infancia;00 a 11;9028
2007;11;Suba;Hombres;9;Infancia;00 a 11;9314
2007;11;Suba;Hombres;10;Infancia;00 a 11;9678
2007;11;Suba;Hombres;11;Infancia;00 a 11;9684
2007;12;Barrios Unidos;Hombres;6;Infancia;00 a 11;1499
2007;12;Barrios Unidos;Hombres;7;Infancia;00 a 11;1352
2007;12;Barrios Unidos;Hombres;8;Infancia;00 a 11;1297
2007;12;Barrios Unidos;Hombres;9;Infancia;00 a 11;1369
2007;12;Barrios Unidos;Hombres;10;Infancia;00 a 11;1504
2007;12;Barrios Unidos;Hombres;11;Infancia;00 a 11;1439
2007;13;Teusaquillo;Hombres;6;Infancia;00 a 11;709
2007;13;Teusaquillo;Hombres;7;Infancia;00 a 11;734
2007;13;Teusaquillo;Hombres;8;Infancia;00 a 11;749
2007;13;Teusaquillo;Hombres;9;Infancia;00 a 11;817
2007;13;Teusaquillo;Hombres;10;Infancia;00 a 11;804
2007;13;Teusaquillo;Hombres;11;Infancia;00 a 11;852
2007;14;Los Mártires;Hombres;6;Infancia;00 a 11;642
2007;14;Los Mártires;Hombres;7;Infancia;00 a 11;648
2007;14;Los Mártires;Hombres;8;Infancia;00 a 11;675
2007;14;Los Mártires;Hombres;9;Infancia;00 a 11;669
2007;14;Los Mártires;Hombres;10;Infancia;00 a 11;737
2007;14;Los Mártires;Hombres;11;Infancia;00 a 11;807
2007;15;Antonio Nariño;Hombres;6;Infancia;00 a 11;829
2007;15;Antonio Nariño;Hombres;7;Infancia;00 a 11;872
2007;15;Antonio Nariño;Hombres;8;Infancia;00 a 11;928
2007;15;Antonio Nariño;Hombres;9;Infancia;00 a 11;927
2007;15;Antonio Nariño;Hombres;10;Infancia;00 a 11;961
2007;15;Antonio Nariño;Hombres;11;Infancia;00 a 11;985
2007;16;Puente Aranda;Hombres;6;Infancia;00 a 11;1797
2007;16;Puente Aranda;Hombres;7;Infancia;00 a 11;1964
2007;16;Puente Aranda;Hombres;8;Infancia;00 a 11;1922
2007;16;Puente Aranda;Hombres;9;Infancia;00 a 11;2067
2007;16;Puente Aranda;Hombres;10;Infancia;00 a 11;2100
2007;16;Puente Aranda;Hombres;11;Infancia;00 a 11;2198
2007;17;La Candelaria;Hombres;6;Infancia;00 a 11;157
2007;17;La Candelaria;Hombres;7;Infancia;00 a 11;125
2007;17;La Candelaria;Hombres;8;Infancia;00 a 11;142
2007;17;La Candelaria;Hombres;9;Infancia;00 a 11;144
2007;17;La Candelaria;Hombres;10;Infancia;00 a 11;155
2007;17;La Candelaria;Hombres;11;Infancia;00 a 11;139
2007;18;Rafael Uribe Uribe;Hombres;6;Infancia;00 a 11;3383
2007;18;Rafael Uribe Uribe;Hombres;7;Infancia;00 a 11;3638
2007;18;Rafael Uribe Uribe;Hombres;8;Infancia;00 a 11;3804
2007;18;Rafael Uribe Uribe;Hombres;9;Infancia;00 a 11;3822
2007;18;Rafael Uribe Uribe;Hombres;10;Infancia;00 a 11;3886
2007;18;Rafael Uribe Uribe;Hombres;11;Infancia;00 a 11;3919
2007;19;Ciudad Bolívar;Hombres;6;Infancia;00 a 11;6503
2007;19;Ciudad Bolívar;Hombres;7;Infancia;00 a 11;6649
2007;19;Ciudad Bolívar;Hombres;8;Infancia;00 a 11;6822
2007;19;Ciudad Bolívar;Hombres;9;Infancia;00 a 11;7064
2007;19;Ciudad Bolívar;Hombres;10;Infancia;00 a 11;7181
2007;19;Ciudad Bolívar;Hombres;11;Infancia;00 a 11;7224
2007;20;Sumapaz;Hombres;6;Infancia;00 a 11;70
2007;20;Sumapaz;Hombres;7;Infancia;00 a 11;51
2007;20;Sumapaz;Hombres;8;Infancia;00 a 11;66
2007;20;Sumapaz;Hombres;9;Infancia;00 a 11;83
2007;20;Sumapaz;Hombres;10;Infancia;00 a 11;73
2007;20;Sumapaz;Hombres;11;Infancia;00 a 11;63
2007;0;Bogotá;Hombres;0;Primera Infancia;00 a 11;57178
2007;0;Bogotá;Hombres;1;Primera Infancia;00 a 11;57802
2007;0;Bogotá;Hombres;2;Primera Infancia;00 a 11;57869
2007;0;Bogotá;Hombres;3;Primera Infancia;00 a 11;58678
2007;0;Bogotá;Hombres;4;Primera Infancia;00 a 11;59583
2007;0;Bogotá;Hombres;5;Primera Infancia;00 a 11;60545
2007;1;Usaquén;Hombres;0;Primera Infancia;00 a 11;2997
2007;1;Usaquén;Hombres;1;Primera Infancia;00 a 11;3007
2007;1;Usaquén;Hombres;2;Primera Infancia;00 a 11;2969
2007;1;Usaquén;Hombres;3;Primera Infancia;00 a 11;3007
2007;1;Usaquén;Hombres;4;Primera Infancia;00 a 11;3098
2007;1;Usaquén;Hombres;5;Primera Infancia;00 a 11;3187
2007;2;Chapinero;Hombres;0;Primera Infancia;00 a 11;751
2007;2;Chapinero;Hombres;1;Primera Infancia;00 a 11;740
2007;2;Chapinero;Hombres;2;Primera Infancia;00 a 11;688
2007;2;Chapinero;Hombres;3;Primera Infancia;00 a 11;679
2007;2;Chapinero;Hombres;4;Primera Infancia;00 a 11;636
2007;2;Chapinero;Hombres;5;Primera Infancia;00 a 11;683
2007;3;Santa Fe;Hombres;0;Primera Infancia;00 a 11;822
2007;3;Santa Fe;Hombres;1;Primera Infancia;00 a 11;844
2007;3;Santa Fe;Hombres;2;Primera Infancia;00 a 11;818
2007;3;Santa Fe;Hombres;3;Primera Infancia;00 a 11;815
2007;3;Santa Fe;Hombres;4;Primera Infancia;00 a 11;857
2007;3;Santa Fe;Hombres;5;Primera Infancia;00 a 11;904
2007;4;San Cristóbal;Hombres;0;Primera Infancia;00 a 11;3572
2007;4;San Cristóbal;Hombres;1;Primera Infancia;00 a 11;3506
2007;4;San Cristóbal;Hombres;2;Primera Infancia;00 a 11;3597
2007;4;San Cristóbal;Hombres;3;Primera Infancia;00 a 11;3731
2007;4;San Cristóbal;Hombres;4;Primera Infancia;00 a 11;3817
2007;4;San Cristóbal;Hombres;5;Primera Infancia;00 a 11;3908
2007;5;Usme;Hombres;0;Primera Infancia;00 a 11;3154
2007;5;Usme;Hombres;1;Primera Infancia;00 a 11;3159
2007;5;Usme;Hombres;2;Primera Infancia;00 a 11;3338
2007;5;Usme;Hombres;3;Primera Infancia;00 a 11;3383
2007;5;Usme;Hombres;4;Primera Infancia;00 a 11;3545
2007;5;Usme;Hombres;5;Primera Infancia;00 a 11;3471
2007;6;Tunjuelito;Hombres;0;Primera Infancia;00 a 11;1529
2007;6;Tunjuelito;Hombres;1;Primera Infancia;00 a 11;1454
2007;6;Tunjuelito;Hombres;2;Primera Infancia;00 a 11;1496
2007;6;Tunjuelito;Hombres;3;Primera Infancia;00 a 11;1436
2007;6;Tunjuelito;Hombres;4;Primera Infancia;00 a 11;1525
2007;6;Tunjuelito;Hombres;5;Primera Infancia;00 a 11;1588
2007;7;Bosa;Hombres;0;Primera Infancia;00 a 11;5316
2007;7;Bosa;Hombres;1;Primera Infancia;00 a 11;5610
2007;7;Bosa;Hombres;2;Primera Infancia;00 a 11;5503
2007;7;Bosa;Hombres;3;Primera Infancia;00 a 11;5723
2007;7;Bosa;Hombres;4;Primera Infancia;00 a 11;5598
2007;7;Bosa;Hombres;5;Primera Infancia;00 a 11;5689
2007;8;Kennedy;Hombres;0;Primera Infancia;00 a 11;8610
2007;8;Kennedy;Hombres;1;Primera Infancia;00 a 11;8648
2007;8;Kennedy;Hombres;2;Primera Infancia;00 a 11;8563
2007;8;Kennedy;Hombres;3;Primera Infancia;00 a 11;8707
2007;8;Kennedy;Hombres;4;Primera Infancia;00 a 11;8686
2007;8;Kennedy;Hombres;5;Primera Infancia;00 a 11;8844
2007;9;Fontibón;Hombres;0;Primera Infancia;00 a 11;2489
2007;9;Fontibón;Hombres;1;Primera Infancia;00 a 11;2414
2007;9;Fontibón;Hombres;2;Primera Infancia;00 a 11;2416
2007;9;Fontibón;Hombres;3;Primera Infancia;00 a 11;2544
2007;9;Fontibón;Hombres;4;Primera Infancia;00 a 11;2588
2007;9;Fontibón;Hombres;5;Primera Infancia;00 a 11;2647
2007;10;Engativá;Hombres;0;Primera Infancia;00 a 11;5646
2007;10;Engativá;Hombres;1;Primera Infancia;00 a 11;5850
2007;10;Engativá;Hombres;2;Primera Infancia;00 a 11;6067
2007;10;Engativá;Hombres;3;Primera Infancia;00 a 11;6006
2007;10;Engativá;Hombres;4;Primera Infancia;00 a 11;6201
2007;10;Engativá;Hombres;5;Primera Infancia;00 a 11;6185
2007;11;Suba;Hombres;0;Primera Infancia;00 a 11;7776
2007;11;Suba;Hombres;1;Primera Infancia;00 a 11;7959
2007;11;Suba;Hombres;2;Primera Infancia;00 a 11;7865
2007;11;Suba;Hombres;3;Primera Infancia;00 a 11;8166
2007;11;Suba;Hombres;4;Primera Infancia;00 a 11;8194
2007;11;Suba;Hombres;5;Primera Infancia;00 a 11;8260
2007;12;Barrios Unidos;Hombres;0;Primera Infancia;00 a 11;1189
2007;12;Barrios Unidos;Hombres;1;Primera Infancia;00 a 11;1198
2007;12;Barrios Unidos;Hombres;2;Primera Infancia;00 a 11;1100
2007;12;Barrios Unidos;Hombres;3;Primera Infancia;00 a 11;1185
2007;12;Barrios Unidos;Hombres;4;Primera Infancia;00 a 11;1202
2007;12;Barrios Unidos;Hombres;5;Primera Infancia;00 a 11;1246
2007;13;Teusaquillo;Hombres;0;Primera Infancia;00 a 11;670
2007;13;Teusaquillo;Hombres;1;Primera Infancia;00 a 11;645
2007;13;Teusaquillo;Hombres;2;Primera Infancia;00 a 11;703
2007;13;Teusaquillo;Hombres;3;Primera Infancia;00 a 11;654
2007;13;Teusaquillo;Hombres;4;Primera Infancia;00 a 11;684
2007;13;Teusaquillo;Hombres;5;Primera Infancia;00 a 11;673
2007;14;Los Mártires;Hombres;0;Primera Infancia;00 a 11;686
2007;14;Los Mártires;Hombres;1;Primera Infancia;00 a 11;640
2007;14;Los Mártires;Hombres;2;Primera Infancia;00 a 11;693
2007;14;Los Mártires;Hombres;3;Primera Infancia;00 a 11;635
2007;14;Los Mártires;Hombres;4;Primera Infancia;00 a 11;625
2007;14;Los Mártires;Hombres;5;Primera Infancia;00 a 11;639
2007;15;Antonio Nariño;Hombres;0;Primera Infancia;00 a 11;892
2007;15;Antonio Nariño;Hombres;1;Primera Infancia;00 a 11;790
2007;15;Antonio Nariño;Hombres;2;Primera Infancia;00 a 11;813
2007;15;Antonio Nariño;Hombres;3;Primera Infancia;00 a 11;796
2007;15;Antonio Nariño;Hombres;4;Primera Infancia;00 a 11;814
2007;15;Antonio Nariño;Hombres;5;Primera Infancia;00 a 11;812
2007;16;Puente Aranda;Hombres;0;Primera Infancia;00 a 11;1687
2007;16;Puente Aranda;Hombres;1;Primera Infancia;00 a 11;1804
2007;16;Puente Aranda;Hombres;2;Primera Infancia;00 a 11;1665
2007;16;Puente Aranda;Hombres;3;Primera Infancia;00 a 11;1768
2007;16;Puente Aranda;Hombres;4;Primera Infancia;00 a 11;1753
2007;16;Puente Aranda;Hombres;5;Primera Infancia;00 a 11;1796
2007;17;La Candelaria;Hombres;0;Primera Infancia;00 a 11;130
2007;17;La Candelaria;Hombres;1;Primera Infancia;00 a 11;108
2007;17;La Candelaria;Hombres;2;Primera Infancia;00 a 11;119
2007;17;La Candelaria;Hombres;3;Primera Infancia;00 a 11;129
2007;17;La Candelaria;Hombres;4;Primera Infancia;00 a 11;139
2007;17;La Candelaria;Hombres;5;Primera Infancia;00 a 11;168
2007;18;Rafael Uribe Uribe;Hombres;0;Primera Infancia;00 a 11;3184
2007;18;Rafael Uribe Uribe;Hombres;1;Primera Infancia;00 a 11;3265
2007;18;Rafael Uribe Uribe;Hombres;2;Primera Infancia;00 a 11;3145
2007;18;Rafael Uribe Uribe;Hombres;3;Primera Infancia;00 a 11;3139
2007;18;Rafael Uribe Uribe;Hombres;4;Primera Infancia;00 a 11;3334
2007;18;Rafael Uribe Uribe;Hombres;5;Primera Infancia;00 a 11;3449
2007;19;Ciudad Bolívar;Hombres;0;Primera Infancia;00 a 11;6017
2007;19;Ciudad Bolívar;Hombres;1;Primera Infancia;00 a 11;6083
2007;19;Ciudad Bolívar;Hombres;2;Primera Infancia;00 a 11;6238
2007;19;Ciudad Bolívar;Hombres;3;Primera Infancia;00 a 11;6114
2007;19;Ciudad Bolívar;Hombres;4;Primera Infancia;00 a 11;6231
2007;19;Ciudad Bolívar;Hombres;5;Primera Infancia;00 a 11;6334
2007;20;Sumapaz;Hombres;0;Primera Infancia;00 a 11;61
2007;20;Sumapaz;Hombres;1;Primera Infancia;00 a 11;78
2007;20;Sumapaz;Hombres;2;Primera Infancia;00 a 11;73
2007;20;Sumapaz;Hombres;3;Primera Infancia;00 a 11;61
2007;20;Sumapaz;Hombres;4;Primera Infancia;00 a 11;56
2007;20;Sumapaz;Hombres;5;Primera Infancia;00 a 11;62
2007;0;Bogotá;Hombres;12;Adolescencia;12 a 17;69606
2007;0;Bogotá;Hombres;13;Adolescencia;12 a 17;67965
2007;0;Bogotá;Hombres;14;Adolescencia;12 a 17;66481
2007;0;Bogotá;Hombres;15;Adolescencia;12 a 17;65073
2007;0;Bogotá;Hombres;16;Adolescencia;12 a 17;63688
2007;0;Bogotá;Hombres;17;Adolescencia;12 a 17;62496
2007;1;Usaquén;Hombres;12;Adolescencia;12 a 17;3881
2007;1;Usaquén;Hombres;13;Adolescencia;12 a 17;3674
2007;1;Usaquén;Hombres;14;Adolescencia;12 a 17;3535
2007;1;Usaquén;Hombres;15;Adolescencia;12 a 17;3661
2007;1;Usaquén;Hombres;16;Adolescencia;12 a 17;3553
2007;1;Usaquén;Hombres;17;Adolescencia;12 a 17;3739
2007;2;Chapinero;Hombres;12;Adolescencia;12 a 17;818
2007;2;Chapinero;Hombres;13;Adolescencia;12 a 17;776
2007;2;Chapinero;Hombres;14;Adolescencia;12 a 17;771
2007;2;Chapinero;Hombres;15;Adolescencia;12 a 17;768
2007;2;Chapinero;Hombres;16;Adolescencia;12 a 17;770
2007;2;Chapinero;Hombres;17;Adolescencia;12 a 17;948
2007;3;Santa Fe;Hombres;12;Adolescencia;12 a 17;1036
2007;3;Santa Fe;Hombres;13;Adolescencia;12 a 17;963
2007;3;Santa Fe;Hombres;14;Adolescencia;12 a 17;917
2007;3;Santa Fe;Hombres;15;Adolescencia;12 a 17;954
2007;3;Santa Fe;Hombres;16;Adolescencia;12 a 17;930
2007;3;Santa Fe;Hombres;17;Adolescencia;12 a 17;903
2007;4;San Cristóbal;Hombres;12;Adolescencia;12 a 17;4550
2007;4;San Cristóbal;Hombres;13;Adolescencia;12 a 17;4431
2007;4;San Cristóbal;Hombres;14;Adolescencia;12 a 17;4363
2007;4;San Cristóbal;Hombres;15;Adolescencia;12 a 17;4339
2007;4;San Cristóbal;Hombres;16;Adolescencia;12 a 17;4139
2007;4;San Cristóbal;Hombres;17;Adolescencia;12 a 17;4015
2007;5;Usme;Hombres;12;Adolescencia;12 a 17;4128
2007;5;Usme;Hombres;13;Adolescencia;12 a 17;3877
2007;5;Usme;Hombres;14;Adolescencia;12 a 17;3735
2007;5;Usme;Hombres;15;Adolescencia;12 a 17;3777
2007;5;Usme;Hombres;16;Adolescencia;12 a 17;3489
2007;5;Usme;Hombres;17;Adolescencia;12 a 17;3519
2007;6;Tunjuelito;Hombres;12;Adolescencia;12 a 17;1936
2007;6;Tunjuelito;Hombres;13;Adolescencia;12 a 17;1817
2007;6;Tunjuelito;Hombres;14;Adolescencia;12 a 17;1805
2007;6;Tunjuelito;Hombres;15;Adolescencia;12 a 17;1754
2007;6;Tunjuelito;Hombres;16;Adolescencia;12 a 17;1682
2007;6;Tunjuelito;Hombres;17;Adolescencia;12 a 17;1722
2007;7;Bosa;Hombres;12;Adolescencia;12 a 17;6414
2007;7;Bosa;Hombres;13;Adolescencia;12 a 17;6357
2007;7;Bosa;Hombres;14;Adolescencia;12 a 17;6301
2007;7;Bosa;Hombres;15;Adolescencia;12 a 17;5886
2007;7;Bosa;Hombres;16;Adolescencia;12 a 17;5879
2007;7;Bosa;Hombres;17;Adolescencia;12 a 17;5482
2007;8;Kennedy;Hombres;12;Adolescencia;12 a 17;9375
2007;8;Kennedy;Hombres;13;Adolescencia;12 a 17;9488
2007;8;Kennedy;Hombres;14;Adolescencia;12 a 17;9250
2007;8;Kennedy;Hombres;15;Adolescencia;12 a 17;8774
2007;8;Kennedy;Hombres;16;Adolescencia;12 a 17;8925
2007;8;Kennedy;Hombres;17;Adolescencia;12 a 17;8160
2007;9;Fontibón;Hombres;12;Adolescencia;12 a 17;3108
2007;9;Fontibón;Hombres;13;Adolescencia;12 a 17;2888
